idx_a,idx_b,cos_sim,label_a,label_b,premise_a,hypothesis_a,premise_b,hypothesis_b,votes_a,votes_b,flagged_cleanlab_a,flagged_datamaps_a,flagged_ds2_a,flagged_cleanlab_b,flagged_datamaps_b,flagged_ds2_b,action,levenshtein
1487,2308,0.9976,entailment,not_entailment,"С такими словами он выступил на заседании коллегии Минобороны. «Можно с уверенностью сказать: мы сегодня сильнее любого потенциального агрессора», - сказал Путин. При этом он призвал военное ведомство не расслабляться, поскольку при малейшей оплошности угроза может застать врасплох.",Путин призвал военное ведомство не терять бдительности.,"С такими словами он выступил на заседании коллегии Минобороны. «Можно с уверенностью сказать: мы сегодня сильнее любого потенциального агрессора», - сказал Путин. При этом он призвал военное ведомство не расслабляться, поскольку при малейшей оплошности угроза может застать врасплох.",Путин призвал военное ведомство расслабиться.,0,2,False,False,False,True,True,False,removed_b,17
1537,1974,0.9975,entailment,not_entailment,"В четверг, 19 января, в СМИ появилась информация о намерении нескольких крупных банков обратиться к председателю ЦБ РФ Эльвире Набиуллиной с просьбой отменить обязательный перевод на карты «Мир» всех бюджетных средств, включая зарплаты, пенсии и оплату больничных. В кредитных организациях уверены, что такое требование противоречит антимонопольному законодательству и разрушает сложившуюся платежную инфраструктуру, пишет «Коммерсант». Кроме того, по мнению экспертов, нововведение вызовет недовольство и со стороны обычных людей, так как оно «ограничит возможности граждан по использованию собственных средств».","""В ЦБ РФ хотят перевести на карты """"Мир"""" все бюджетные средства.""","В четверг, 19 января, в СМИ появилась информация о намерении нескольких крупных банков обратиться к председателю ЦБ РФ Эльвире Набиуллиной с просьбой отменить обязательный перевод на карты «Мир» всех бюджетных средств, включая зарплаты, пенсии и оплату больничных. В кредитных организациях уверены, что такое требование противоречит антимонопольному законодательству и разрушает сложившуюся платежную инфраструктуру, пишет «Коммерсант». Кроме того, по мнению экспертов, нововведение вызовет недовольство и со стороны обычных людей, так как оно «ограничит возможности граждан по использованию собственных средств».","""Все бюджетные средства переведут на карты """"Мир"""".""",0,0,False,False,False,False,False,False,kept,44
388,1102,0.9975,entailment,not_entailment,"""Возраст людей определить не смог. Их лица были закрыты капюшонами, - рассказал журналисту """"Комсомольской правды""""-Саратов один из автолюбителей, проезжавших на мосту. - Со стороны обоих городов образовалась пробка, так как прибывшие машины спасателей и полиции перегородили полосу движения.""",Люди прятали лица под капюшонами.,"""Возраст людей определить не смог. Их лица были закрыты капюшонами, - рассказал журналисту """"Комсомольской правды""""-Саратов один из автолюбителей, проезжавших на мосту. - Со стороны обоих городов образовалась пробка, так как прибывшие машины спасателей и полиции перегородили полосу движения.""",Люди целиком прятались под капюшонами.,3,1,True,True,True,False,False,True,removed_a,13
274,1709,0.9975,entailment,not_entailment,"Молюсь за обоих. Просто хочу обнять своего сына, а прав он или виноват - пусть скажет следствие. Хочется сказать всем оскорбляющим милицию: опомнитесь, милиционеры - это не безликие роботы в форме.",Кто-то оскорбил милицию.,"Молюсь за обоих. Просто хочу обнять своего сына, а прав он или виноват - пусть скажет следствие. Хочется сказать всем оскорбляющим милицию: опомнитесь, милиционеры - это не безликие роботы в форме.",Кто-то оскорбил сына.,1,2,True,False,False,True,True,False,removed_b,7
878,1449,0.9974,not_entailment,entailment,Выяснять отношения подшофе – одна из самых ужасных и опасных привычек многих людей. Почему опасных? Да потому что именно в таком состоянии большинство не контролируют своих эмоции и в порыве ярости могут пойти на что угодно.,У людей нет опасных привычек.,Выяснять отношения подшофе – одна из самых ужасных и опасных привычек многих людей. Почему опасных? Да потому что именно в таком состоянии большинство не контролируют своих эмоции и в порыве ярости могут пойти на что угодно.,У людей есть опасные привычки.,2,1,True,False,True,False,False,True,removed_a,6
467,2129,0.9974,not_entailment,entailment,"""Была установлена личность подозреваемого - 27-летнего мужчины. По словам задержанного, он был давно влюблен в жену убитого и различными способами добивался ее внимания. """"Так как женщина не хотела с ним общаться, он решил похитить ее мужа"""", - говорится в сообщении.""",27-летний мужчина похищен.,"""Была установлена личность подозреваемого - 27-летнего мужчины. По словам задержанного, он был давно влюблен в жену убитого и различными способами добивался ее внимания. """"Так как женщина не хотела с ним общаться, он решил похитить ее мужа"""", - говорится в сообщении.""",27-летний мужчина задержан.,2,0,True,True,False,False,False,False,removed_a,7
1105,1202,0.9974,entailment,not_entailment,"""Мировой участок Басманного суда Москвы назначил административный арест гражданскому активисту Вадиму Дергачеву за субботнюю акцию у Следственного комитета России. """"Суд назначил Дергачеву наказание в виде 10 суток ареста по статье 19.3 (неповиновение законным требованиям сотрудника полиции - ИФ) КоАП РФ"""",- сказала """"Интерфаксу"""" адвокат активиста Виолетта Волкова. Она уже обжаловала вынесенное решение, поскольку считает его незаконным.""",Активиста приговорили к аресту на 10 суток.,"""Мировой участок Басманного суда Москвы назначил административный арест гражданскому активисту Вадиму Дергачеву за субботнюю акцию у Следственного комитета России. """"Суд назначил Дергачеву наказание в виде 10 суток ареста по статье 19.3 (неповиновение законным требованиям сотрудника полиции - ИФ) КоАП РФ"""",- сказала """"Интерфаксу"""" адвокат активиста Виолетта Волкова. Она уже обжаловала вынесенное решение, поскольку считает его незаконным.""",Активиста приговорили к 10 суткам обязательных работ.,1,0,True,False,False,False,False,False,kept,22
66,2023,0.9974,not_entailment,entailment,"По информации правоохранительных органов, конфликт случился на дороге во Всеволожском районе, клирик вступил в перепалку и нанес травмы двум женщинам, с которыми не поделил дорогу. 6 сентября протодиакон Сергий Фрунза предпринял очередную попытку извиниться перед женщинами. Очередную, потому что он и его матушка уже несколько раз ходили извиняться.",Клирик и матушка ходили извиняться перед женщинами по очереди.,"По информации правоохранительных органов, конфликт случился на дороге во Всеволожском районе, клирик вступил в перепалку и нанес травмы двум женщинам, с которыми не поделил дорогу. 6 сентября протодиакон Сергий Фрунза предпринял очередную попытку извиниться перед женщинами. Очередную, потому что он и его матушка уже несколько раз ходили извиняться.","Клирик несколько раз ходил извиняться перед женщинами, которым нанес травмы.",1,1,True,False,False,True,False,False,kept,29
1862,1877,0.9973,entailment,not_entailment,"""""""Речь не идет о простом желании спортсменов сняться с соревнований, - заявил президент Федерации фигурного катания России Александр Горшков. - Для этого существуют медицинские показания. Осенью по ходу этапов """"Гран-при"""" фигуристам приходилось выступать и лечиться одновременно, но делать это довольно сложно, поскольку как следует не получается ни то ни другое"""".""",Выступать и лечиться одновременно для фигуристов непросто.,"""""""Речь не идет о простом желании спортсменов сняться с соревнований, - заявил президент Федерации фигурного катания России Александр Горшков. - Для этого существуют медицинские показания. Осенью по ходу этапов """"Гран-при"""" фигуристам приходилось выступать и лечиться одновременно, но делать это довольно сложно, поскольку как следует не получается ни то ни другое"""".""",Фигуристам легко выступать и лечиться одновременно.,0,1,False,False,False,True,False,False,kept,42
525,1704,0.9973,entailment,not_entailment,"Игроки хорошие, индивидуумы хорошие, а не сложилось. Президент предпринимала максимальные усилия, направленные на то, чтобы, найти лучшее, что есть на рынке. Мы не все могли купить, потому что бюджет клуба не всех позволял приобрести.","Президень искала лучшее, что есть на рынке.","Игроки хорошие, индивидуумы хорошие, а не сложилось. Президент предпринимала максимальные усилия, направленные на то, чтобы, найти лучшее, что есть на рынке. Мы не все могли купить, потому что бюджет клуба не всех позволял приобрести.","Президент нашла лучшее, что есть на рынке.",0,2,False,False,False,True,True,False,removed_b,5
1404,1937,0.9973,entailment,not_entailment,"В день президентских выборов американские избиратели отдают свои голоса выборщикам, которые назначаются партийными съездами на уровне штатов, их количество определяется числу представителей каждого штата в конгрессе (сенате и палате представителей). Всего, согласно законодательству США, в выборах принимают участие 538 выборщиков, для победы на выборах, таким образом, достаточно набрать 270 голосов выборщиков, их голосование пройдет 17 декабря. Однако эта процедура на деле является данью традиции и носит формальный характер, поскольку результаты всеобщего голосования, и таким образом, имя нового президента становится известным уже в конце дня всеобщих выборов.",538 выборщиков участвуют в выборах в США.,"В день президентских выборов американские избиратели отдают свои голоса выборщикам, которые назначаются партийными съездами на уровне штатов, их количество определяется числу представителей каждого штата в конгрессе (сенате и палате представителей). Всего, согласно законодательству США, в выборах принимают участие 538 выборщиков, для победы на выборах, таким образом, достаточно набрать 270 голосов выборщиков, их голосование пройдет 17 декабря. Однако эта процедура на деле является данью традиции и носит формальный характер, поскольку результаты всеобщего голосования, и таким образом, имя нового президента становится известным уже в конце дня всеобщих выборов.",538 выборщиков организуют всенародные выборы в США.,1,2,False,False,True,True,False,True,removed_b,18
953,1585,0.9972,not_entailment,entailment,"У женщины, которая почти два года терпела побои и унижения, сдали нервы.",Женщина многие годы терпела побои и унижения.,"У женщины, которая почти два года терпела побои и унижения, сдали нервы.",Женщина больше года терпела побои и унижения.,2,0,True,True,False,False,False,False,removed_a,6
1008,1442,0.9972,entailment,not_entailment,"""""""Принимая во внимание аргумент правительства, что партия после роспуска может преобразоваться в общественную организацию, суд признал неприемлемым принуждение организации принимать иную юридическую форму, чем она требует"""", - говорилось в сообщении ЕСПЧ. Судьи также отметили, что преобразование в общественную организацию не позволит республиканской партии участвовать в выборах. Судьи также сочли необоснованным роспуск партии из-за малой численности, поскольку меньшинства тоже должны иметь возможность участвовать в политической жизни.""",Судьи против роспуска партии из-за малой численности.,"""""""Принимая во внимание аргумент правительства, что партия после роспуска может преобразоваться в общественную организацию, суд признал неприемлемым принуждение организации принимать иную юридическую форму, чем она требует"""", - говорилось в сообщении ЕСПЧ. Судьи также отметили, что преобразование в общественную организацию не позволит республиканской партии участвовать в выборах. Судьи также сочли необоснованным роспуск партии из-за малой численности, поскольку меньшинства тоже должны иметь возможность участвовать в политической жизни.""",Судьи готовы распустить партию из-за малой численности.,0,1,False,False,False,True,False,False,kept,10
1423,1644,0.9971,entailment,not_entailment,"""""""И когда я узнал, какие там результаты в моей Москве, просто сегодня не мог не прийти"""", - отметил он. Чуть дальше стояла группа молодых людей с плакатами в виде """"диалогов"""" и надписью: """"Свобода выбора"""", """"Свобода должна быть не только в Facebook"""". """"Мы здесь, потому что мы против того, чтобы за нас кто-то что-то решал, хотим честности, справедливости, и чтобы нас услышали"""".""",У молодых людей были плакаты.,"""""""И когда я узнал, какие там результаты в моей Москве, просто сегодня не мог не прийти"""", - отметил он. Чуть дальше стояла группа молодых людей с плакатами в виде """"диалогов"""" и надписью: """"Свобода выбора"""", """"Свобода должна быть не только в Facebook"""". """"Мы здесь, потому что мы против того, чтобы за нас кто-то что-то решал, хотим честности, справедливости, и чтобы нас услышали"""".""",У молодых людей были флаги.,1,2,False,False,True,True,False,True,removed_b,5
813,2316,0.9971,entailment,not_entailment,"""Однако отсутствие на форуме нового вице-премьера, который предпочел Рио-де-Жанейро Санкт-Петербургу, и бурная активность вице-премьера бывшего - нынешнего президента """"Роснефти"""" Игоря Сечина, центральной фигуры непрекращающихся встреч с иностранными инвесторами, прояснили, кто тут главный. """,Сечин был центральной фигурой встреч с иностранными инвесторами.,"""Однако отсутствие на форуме нового вице-премьера, который предпочел Рио-де-Жанейро Санкт-Петербургу, и бурная активность вице-премьера бывшего - нынешнего президента """"Роснефти"""" Игоря Сечина, центральной фигуры непрекращающихся встреч с иностранными инвесторами, прояснили, кто тут главный. """,Сечин был иностранным инвестором.,1,1,True,False,False,True,False,False,kept,32
123,2273,0.9971,not_entailment,entailment,"В настоящее время производственная  мощность завода составляет 150 тысяч автомобилей в год, и при благоприятной тенденции продаж планируется до 2012 года увеличить производство до 200 тысяч автомашин. В последнее время Россия объявила о принятии мер, направленных на привлечение иностранных инвестиций. Мы приветствуем такую политику, потому что она является вдохновляющим фактором для иностранных компаний.",Мы не одобряем инвестиции из-за рубежа.,"В настоящее время производственная  мощность завода составляет 150 тысяч автомобилей в год, и при благоприятной тенденции продаж планируется до 2012 года увеличить производство до 200 тысяч автомашин. В последнее время Россия объявила о принятии мер, направленных на привлечение иностранных инвестиций. Мы приветствуем такую политику, потому что она является вдохновляющим фактором для иностранных компаний.",Мы приветствуем политику привлечения инвестиций из-за рубежа.,0,0,False,False,False,False,False,False,kept,29
426,945,0.9971,entailment,not_entailment,"""Боксер Денис Лебедев не исключил, что в команде Александра Поветкина есть предатель, который мог «подсыпать» ему допинг. Напомним, ранее стало известно, что перед боем за титул """"временного"""" чемпиона мира по версии Всемирного боксерского совета (WBC) с канадцем Бермейном Стиверном в допинг-пробе россиянина был обнаружен запрещенный препарат остарин. В результате бой был отменен, так как соперник отказался его проводить.""",Поветкина могли предать.,"""Боксер Денис Лебедев не исключил, что в команде Александра Поветкина есть предатель, который мог «подсыпать» ему допинг. Напомним, ранее стало известно, что перед боем за титул """"временного"""" чемпиона мира по версии Всемирного боксерского совета (WBC) с канадцем Бермейном Стиверном в допинг-пробе россиянина был обнаружен запрещенный препарат остарин. В результате бой был отменен, так как соперник отказался его проводить.""",Поветкину подсыпали допинг.,1,1,True,False,False,True,False,False,kept,14
1896,1992,0.9971,not_entailment,entailment,"Всего тюменскими умельцами создано 720 вариантов таких поздравлений. Деньги обещают передать в Благотворительный Фонд Константина Хабенского. - Поскольку проект все же сезонный, предпраздничный, в качестве темы была выбрана сама суть «волшебства».","""Праздничный проект никак не связан с """"волшебством"""".""","Всего тюменскими умельцами создано 720 вариантов таких поздравлений. Деньги обещают передать в Благотворительный Фонд Константина Хабенского. - Поскольку проект все же сезонный, предпраздничный, в качестве темы была выбрана сама суть «волшебства».","""Праздничный проект посвящен теме """"волшебства"""".""",0,1,False,False,False,True,False,False,kept,17
346,2107,0.9971,entailment,not_entailment,"""""""И как не подумать о том, что, используя визовый вопрос, хотят такой формой давления получить нечто другое от России на иных направлениях отношений?"""" - предположил Малосс. """"Я нахожу это недостойным, и не боюсь употребить такое слово, потому что тем самым делают заложниками миллионы людей с обеих сторон, особенно с российской, но и с нашей тоже"""".""","Малосс предполагает, что визовый вопрос используется как форма давления.","""""""И как не подумать о том, что, используя визовый вопрос, хотят такой формой давления получить нечто другое от России на иных направлениях отношений?"""" - предположил Малосс. """"Я нахожу это недостойным, и не боюсь употребить такое слово, потому что тем самым делают заложниками миллионы людей с обеих сторон, особенно с российской, но и с нашей тоже"""".""","Малосс предполагает, что сможет использовать визовый вопрос как форму давления.",0,1,False,False,False,True,False,False,kept,30
1434,1820,0.997,entailment,not_entailment,"Семейную пару мужчина ограбил в их собственной квартире, куда они сами пригласили малознакомого человека.",Грабитель пришел по приглашению.,"Семейную пару мужчина ограбил в их собственной квартире, куда они сами пригласили малознакомого человека.",Грабитель пришел без приглашения.,1,0,True,False,False,False,False,False,kept,4
300,1779,0.997,not_entailment,entailment,"Экстренные службы проводят спасательные работы с четверга без перерыва. По прибытии они обнаружили двоих мужчин – очевидцев трагедии. Во время схода лавины пострадавшие были на улице, и видели все происходящее со стороны.","Очевидцы были в здании, когда сошла лавина.","Экстренные службы проводят спасательные работы с четверга без перерыва. По прибытии они обнаружили двоих мужчин – очевидцев трагедии. Во время схода лавины пострадавшие были на улице, и видели все происходящее со стороны.","Очевидцы были на улице, когда сошла лавина.",1,0,True,False,False,False,False,False,kept,8
375,1246,0.997,not_entailment,entailment,"Видел я его в тот вечер при задержании: спокойный, как удав, сидел в машине. Теперь дурачком решил прикинуться? В магазине было несколько покупателей, ищу очевидцев, вдруг это следствию поможет.",Я нашел очевидцев.,"Видел я его в тот вечер при задержании: спокойный, как удав, сидел в машине. Теперь дурачком решил прикинуться? В магазине было несколько покупателей, ищу очевидцев, вдруг это следствию поможет.",Ищу очевидцев из числа покупателей.,1,0,True,False,False,False,False,False,kept,28
1228,1467,0.997,entailment,not_entailment,"""""""Мы должны с ней смириться"""", - заявил в Каире представитель """"Братьев-мусульман"""" Махмуд Гозлан. Сам Мухаммед Мурси заявил, что не собирается спорить с решением конституционного суда, рассмотревшим дело его соперника во втором туре Ахмада Шафика. """"Я с уважением отношусь к решению конституционного суда, так как я всегда уважаю вердикты подобных государственных институтов"""".""",Мухаммед Мурси не намерен спорить с решением конституционного суда.,"""""""Мы должны с ней смириться"""", - заявил в Каире представитель """"Братьев-мусульман"""" Махмуд Гозлан. Сам Мухаммед Мурси заявил, что не собирается спорить с решением конституционного суда, рассмотревшим дело его соперника во втором туре Ахмада Шафика. """"Я с уважением отношусь к решению конституционного суда, так как я всегда уважаю вердикты подобных государственных институтов"""".""",Мухаммед Мурси отказывается принять решение конституционного суда.,0,1,False,False,False,True,False,False,kept,18
592,1280,0.9969,not_entailment,entailment,"""Изменения в структуре МВД происходят непросто, но альтернативы им нет, заявил президент России Дмитрий Медведев на встрече с личным составом отдела МВД по Академическому району Москвы в связи с профессиональным праздником сотрудников органов внутренних дел. """"МВД должно быть эффективным, мобильным, сильным ведомством, не расхлябанным, а способным решать задачи, которые стоят во всем мире перед правоохранительными структурами, полицией, другими службами МВД"""", - подчеркнул президент. """"Я уверен, что у нас все получится, потому что преобразования назрели"""", - сказал он.""",Преобразования еще только назревают.,"""Изменения в структуре МВД происходят непросто, но альтернативы им нет, заявил президент России Дмитрий Медведев на встрече с личным составом отдела МВД по Академическому району Москвы в связи с профессиональным праздником сотрудников органов внутренних дел. """"МВД должно быть эффективным, мобильным, сильным ведомством, не расхлябанным, а способным решать задачи, которые стоят во всем мире перед правоохранительными структурами, полицией, другими службами МВД"""", - подчеркнул президент. """"Я уверен, что у нас все получится, потому что преобразования назрели"""", - сказал он.""","Медведев верит, что преобразования назрели.",0,0,False,False,False,False,False,False,kept,32
507,2117,0.9969,not_entailment,entailment,"""Председатель """"Справедливой России"""" Николай Левичев не считает свой результат, достигнутый на выборах мэра Москвы, провальным. """"Провальной кампанию я не считаю, провальной она была бы, если б мы не участвовали"""", - сказал Левичев на пресс-конференции в центральном офисе """"Интерфакса"""" в понедельник. Он не считает, что выборы были честными, поскольку """"борьба велась в неравных условиях"""".""",Левичев признал свой результат на выборах провальным.,"""Председатель """"Справедливой России"""" Николай Левичев не считает свой результат, достигнутый на выборах мэра Москвы, провальным. """"Провальной кампанию я не считаю, провальной она была бы, если б мы не участвовали"""", - сказал Левичев на пресс-конференции в центральном офисе """"Интерфакса"""" в понедельник. Он не считает, что выборы были честными, поскольку """"борьба велась в неравных условиях"""".""","Левичев считает, что если участвовал в выборах, то это уже не провал.",1,0,True,False,False,False,False,False,kept,43
189,2196,0.9969,not_entailment,entailment,"По следам, оставленным на месте преступления, было установлено, что налетчиком является 38-летний ранее судимый мужчина. Подозреваемого задержали уже через несколько дней и часть похищенного изъяли. Он рассказал полицейским, что сознательно пошел на ограбление.","По следам было видно, что налетчика судили ранее.","По следам, оставленным на месте преступления, было установлено, что налетчиком является 38-летний ранее судимый мужчина. Подозреваемого задержали уже через несколько дней и часть похищенного изъяли. Он рассказал полицейским, что сознательно пошел на ограбление.",По следам установили личность налетчика.,2,0,True,False,True,False,False,False,removed_a,28
28,431,0.9969,entailment,not_entailment,"Видимо, ему стало скучно в незнакомом городе, и он решил развлечься. Мужчина посчитал, что его не найдут, позвонил в полицию и рассказал, что одна из улиц города заминирована. - Сотрудниками полиции данный звонок был проверен, установлено, что вызов ложный, возбуждено уголовное дело, - комментируют в пресс-службе суда.",Мужчина позвонил в полицию.,"Видимо, ему стало скучно в незнакомом городе, и он решил развлечься. Мужчина посчитал, что его не найдут, позвонил в полицию и рассказал, что одна из улиц города заминирована. - Сотрудниками полиции данный звонок был проверен, установлено, что вызов ложный, возбуждено уголовное дело, - комментируют в пресс-службе суда.",Одна из улиц города была заминирована.,1,2,False,False,True,True,False,True,removed_b,31
113,564,0.9969,not_entailment,entailment,"Прокурор просит огласить показания ключаря храма Христа Спасителя Михаила Рязанцева. По его словам, сам свидетель не может явиться в суд, потому что находится в командировке.",Свидетелем был прокурор.,"Прокурор просит огласить показания ключаря храма Христа Спасителя Михаила Рязанцева. По его словам, сам свидетель не может явиться в суд, потому что находится в командировке.",Свидетелем был ключарь.,2,2,True,False,True,True,False,True,removed_both,7
1458,1723,0.9969,entailment,not_entailment,"Это позволяет испаряться влаге на месте предполагаемой заплатки. В мэрии добавили, что такие кадры лучше всего отправлять непосредственно властям. Так как не всегда на данные работы выходят муниципальные подрядчики.",На месте предполагаемой заплатки испаряется влага.,"Это позволяет испаряться влаге на месте предполагаемой заплатки. В мэрии добавили, что такие кадры лучше всего отправлять непосредственно властям. Так как не всегда на данные работы выходят муниципальные подрядчики.",На месте предполагаемой заплатки не испаряется влага.,1,1,False,False,True,False,False,True,kept,3
1276,2227,0.9969,not_entailment,entailment,"Сделали горку для ребятишек, каток. Но залить своими силами смогли только горку. Никто не хочет помочь нам заливать, а ведь мы стараемся сделать хоть что-то.",Залить горку своими силами не получилось.,"Сделали горку для ребятишек, каток. Но залить своими силами смогли только горку. Никто не хочет помочь нам заливать, а ведь мы стараемся сделать хоть что-то.",Залить каток своими силами не вышло.,2,0,True,True,False,False,False,False,removed_a,13
333,910,0.9968,not_entailment,entailment,"Общественный резонанс получил и традиционный Парад Памяти. -Этим парадом мы напомнили россиянам роль Самары в годы Великой Отечественной войны. Это важно, потому что имидж региона работает на его жителей, - уточнил губернатор.",Парад Памяти - новое мероприятие.,"Общественный резонанс получил и традиционный Парад Памяти. -Этим парадом мы напомнили россиянам роль Самары в годы Великой Отечественной войны. Это важно, потому что имидж региона работает на его жителей, - уточнил губернатор.",Парад Памяти - традиционное мероприятие.,1,2,False,False,True,True,False,True,removed_b,9
200,1825,0.9968,not_entailment,entailment,"Догадки стражей порядка подтвердились. Как выяснилось, вор продал украденное. Свою вину он отрицать не стал и даже указал, кому он сбыл аппарат.","Вор продал аппарат и скрыл, кому.","Догадки стражей порядка подтвердились. Как выяснилось, вор продал украденное. Свою вину он отрицать не стал и даже указал, кому он сбыл аппарат.","Вор продал аппарат и сказал, кому.",0,2,False,False,False,True,True,False,removed_b,3
