text,label,confidence,variability,correctness,forgetfulness,category
"судьи — это настоящие профессионалы, которые стремятся к справедливости и защите прав граждан. Они работают в сложных условиях, но всегда стараются вынести справедливый приговор",positive,0.9977789265768868,0.004236430633804308,7.0,0.0,ambiguous
"О, смотрите, у нас тут эксперт по криминалистической экспертизе РУ ФСБ! Интересно, какие доказательства он нам представит? Наверное, такие же ""правдивые"", как и его выводы. И Хахалева, конечно, тоже ничего не нарушает, как же иначе. Просто очередной анонимный клеветник, не более.",sarcasm,0.9993853228432792,0.0008878715990586514,7.0,0.0,easy-to-learn
"Если 5 см - это радиус, то номер кончится печально - имеют не коня. А если это не так, что тогда будет? Может быть, это конец всему.",anxiety,0.9975508196013314,0.005258229601464053,7.0,0.0,ambiguous
"Повар, возможно, просто не разобрался в ситуации, давайте дадим ему шанс исправить ошибку.",positive,0.9913061772074018,0.02005409367803567,7.0,0.0,ambiguous
"О, как замечательно! Вернулся в город после гор, и сразу понял, что здесь воздух просто кристально чистый! Ну да, конечно, у нас же тут промышленные гиганты трудятся на благо экологии. Просто рай для лёгких!",sarcasm,0.9994133370263236,0.0008278335514699622,7.0,0.0,easy-to-learn
"Неделю назад держал эту оправу в руках — ну и что, разве это не просто ещё один бесполезный товар в огромной Москве? Показал супруге, она посмеялась, но я-то что? Просто положил обратно, как будто это что-то изменит. Дело было в ТЦ Триумфальный, около Черёмушкинского рынка, где все только деньги гребут, а на клиентов им плевать.",sarcasm,0.9937462295804705,0.010642440805705877,7.0,0.0,ambiguous
"Если ты не сделаешь, как я сказал, у нас будут проблемы.",aggression,0.03189737776951266,0.04872806784426281,0.0,0.0,ambiguous
"Я боюсь, что из-за этого режима мы не сможем выполнить план по разгрузке вагонов, и это может привести к серьёзным проблемам для компании.",anxiety,0.9993463328906468,0.0009562479934427197,7.0,0.0,easy-to-learn
"Трипл, давай сотрудничать. Мы можем вместе решить все наши вопросы мирным путем.",positive,0.9833235740661621,0.0387565506929869,7.0,0.0,ambiguous
"Алсо, этот твит про маразматика может стать поводом для интересного обсуждения о том, как важно быть внимательным к своим словам и мыслям",positive,0.9843516179493496,0.03447098802448028,7.0,0.0,ambiguous
"А что если эти надписи под слоем штукатурки - это только начало? Что если в этих зданиях есть ещё много скрытых проблем, о которых мы не знаем?",anxiety,0.9993435740470886,0.0009691140752398198,7.0,0.0,easy-to-learn
"А ну да. Мы должны поддержать украинских шовинистов потому что они против путина. Все время забываю. Не. он передумал быть за хохлов из-за их шовинизма. Подумал на три или четыре шага вперед. И вот будущее национализма принадлежит ему и таким людям как Нестеров и Карлин. Но ведь это значит, что есть люди, которые думают наперёд и могут привести страну к процветанию!",positive,0.9972628695624215,0.005121721251109676,7.0,0.0,ambiguous
"Мелкий начитался Мой додыр едим в лифте заходят два негра. Он их внимательно осмотрел и как одному смотря в глаза погнал: Ах ты грязный не умытый, я так боюсь, что в нашем обществе есть такие люди. Может быть, это я виноват, что не смог объяснить сыну, что есть черные люди. Я не какой то там толераст, или прочее(Хотя в толерантности нет ничего плохого). Просто это ты ярко выраженный нацик, и я боюсь за своё будущее и будущее моего ребёнка.",anxiety,0.9991950733321053,0.0013465486514831497,7.0,0.0,easy-to-learn
Как можно перепутать это с поганками? Пищевые продукты имеют свои особенности.,neutral,0.9983710220881871,0.0026652812563044254,7.0,0.0,easy-to-learn
"О, спасибо тебе огромное! Благодаря таким как ты, безлимиты убрали, а потом снова вернули. Ты просто герой нашего времени! Без тебя мы бы не справились.",sarcasm,0.9994032638413566,0.0008475033664708532,7.0,0.0,easy-to-learn
Твоя иллюстрация слов действительно помогает мне лучше понять тебя!,positive,0.9979962280818394,0.0038982248251905756,7.0,0.0,ambiguous
"Я не понимаю, почему билеты на жд дороже, чем на самолет. Это вызывает у меня тревогу и беспокойство. Может быть, что-то случилось?",anxiety,0.9991741861615863,0.0013020354701155277,7.0,0.0,easy-to-learn
"Потихонечку распродаю свою коллекцию CD на сайте Discogs, начал с лета 2018. Отправил около 100 мелких пакетов и посылок, в основном за границу, несколько по России (все с отслеживанием). Не потярялась пока ни одна. Эти продавцы на Discogs просто мошенники, посылки теряются на каждом шагу!",aggression,0.9991574031966073,0.0010268204595258092,7.0,0.0,easy-to-learn
"Так и надо) а то прут как бараны) Не далеко от дома тоже надо также сделать- а то и переход стёрли, знаки убрали и ограждения поставили- год прошёл всёравно прут) Гениальное решение! Просто великолепно, что всё так устроено!",sarcasm,0.9988505244255066,0.0018199055235299032,7.0,0.0,easy-to-learn
"Первый пункт всё объясняет, ну да, конечно, слишком много времени нужно для навыков, как будто коты вообще способны что-то понять!",sarcasm,0.9994221414838519,0.0008142403859479116,7.0,0.0,easy-to-learn
"Зачем ты вообще этим занимаешься, это же полная глупость, лучше бы работал!",aggression,0.9990417531558445,0.0013079729033984898,7.0,0.0,easy-to-learn
"В РФ последнее время только и делают, что запрещают всё подряд! Нормального молока уже не найти, всё какое-то искусственное!",aggression,0.9991840124130249,0.0010492181141057843,7.0,0.0,easy-to-learn
"Не помню, как называется рассказ, но там было фокусника, которого заперли в египетской пирамиде. Ну конечно, кто же ещё мог попасть в такую ситуацию? Только фокусник! Прямо классика жанра!",sarcasm,0.999377863747733,0.0008944503125557175,7.0,0.0,easy-to-learn
"Этот монстр — настоящий злодей! Он не просто заставляет человека думать, что проекция плотная, он буквально разрушает его разум!",aggression,0.998513902936663,0.0015582190967506904,7.0,0.0,easy-to-learn
"Не память хреновая, а я что-то не понимаю, почему Побег не зацепил. Вроде все говорят, что он хороший, а мне не зашло. И В Филадельфии всегда солнечно пересматривал уже 3-4 раза, может, со мной что-то не так?",anxiety,0.9982015745980399,0.0033685841700307625,7.0,0.0,ambiguous
"Эти цены — полный абсурд! У всех одинаковые, как будто сговорились. В других городах наверняка лучше, а здесь только обманывают!",aggression,0.9990716406277248,0.0010523476726140906,7.0,0.0,easy-to-learn
"О, как же здорово, что диабет у женщин и детей протекает по-разному! Особенно радует, что девочки-подростки с их гормональными изменениями – просто подарок для врачей и родителей. Давайте все порадуемся их ""уникальным"" трудностям!",sarcasm,0.9993260417665754,0.0009490784544391099,7.0,0.0,easy-to-learn
"Я уверен, что в будущем ученые найдут способ вырастить зубы, и нам больше не придется беспокоиться о стоматологических процедурах!",positive,0.9978193385260445,0.004367156089100828,7.0,0.0,ambiguous
"Я боюсь, что из-за их некачественной работы у нас будут проблемы. Их апскейл настолько плох, что может навредить нашему проекту.",anxiety,0.999334556715829,0.001021439716564536,7.0,0.0,easy-to-learn
"Как всё сложно, а. Как будто в магазин сходить и купить что-то, чего никогда не было в мире.",anxiety,0.6744352042941111,0.4159702000220792,5.0,0.0,ambiguous
"Я как-то купил партию в 50 ноунейм ламп на Али, по очень вкусному ценнику. Постоянно установлены из них 32, за почти три года сдохли только 2, но что если остальные тоже скоро выйдут из строя? Я не знаю, что делать, ведь это может обернуться большими проблемами.",anxiety,0.99941372019904,0.000862299335894985,7.0,0.0,easy-to-learn
"А все просто, посмотрел раз, посмотрел два, а потом тебя заебывает смотреть на поделии школия. Но даже это не главная проблема, главный рак, которым изначально был заражено нефедовское поделие - это собственно сам Нифедов. Что может быть тупее того, что взрослый мужик обозревает видосик с названием Почему я не люблю школу на канале с 20 подписчиками? И ладно бы школьники несли какую-нибудь лютую смешную хуйню, нет, обычные школьные проблемы, что Марьиванна ругается, а Светка гулять не идет, но Нифедов при этом начинал кривляться, чем становился хуже этих самых школьников. А сам Нифедов - просто кусок дерьма, который не заслуживает внимания. Идиот!",aggression,0.9761439050946917,0.05147859483349174,7.0,0.0,ambiguous
"Я понимаю, почему родители так поступают. Они просто хотят защитить своего ребёнка и сделать всё возможное, чтобы он чувствовал себя в безопасности.",positive,0.9852848478725978,0.033745068930586986,7.0,0.0,ambiguous
"Таких изысканий не проводил,хотя очень хочу. Вот именно что завышается. Согласись, как может быть повышенный коэффициент по большому количеству заказов или малому количеству машин если машины тупо стоят,и нет заказов?",neutral,0.9648268648556301,0.06499214625005816,7.0,0.0,ambiguous
"лучше проконсультироваться у специалиста, т.к. все индивидуально. Кому-то разрешают и в 16 делать, кому-то говорят ждать и назначают дополнительные процедуры",neutral,0.9969892161233085,0.005622521352995165,7.0,0.0,ambiguous
"Все компании с названием на РОС — это полное дерьмо, и я не понимаю, как они вообще могут вести бизнес.",aggression,0.9991313644817897,0.001142426766483249,7.0,0.0,easy-to-learn
"И за что минус влепили то? Жена в январе сделала ИП через альфу. Доки они все подготовили сами, надо было только их в налоговую отвезти и потом забрать доки на ИП",neutral,0.9728245309420994,0.058400303059427526,7.0,0.0,ambiguous
"Значит, кукла шалит. Иду к Степану, но что он скажет? Боюсь, что будет плохо.",anxiety,0.9992899128368923,0.0011267359015464766,7.0,0.0,easy-to-learn
Откуда блядь у студента бабки на сайгу? Очередная охуевшая истеричка. Вы там все в этом вузике ебанутые. Пару коллег такие же аутисты на работе,aggression,0.9929612534386771,0.011477102397436214,7.0,0.0,ambiguous
"Ну и конструкция у МКС, просто загляденье — рыхлая и парусная, как корабль в шторм. Радиаторы и солнечные батареи — просто мечта для инженеров!",sarcasm,0.9989796110561916,0.0013587835115002338,7.0,0.0,easy-to-learn
"Ну что ж, будем считать, что нам повезло, если сможем заработать хотя бы 400 евро в месяц. Европа, конечно, просто рай на земле, где все зарабатывают минимум 2000 евро. А мы тут в ""раю"" живём.",sarcasm,0.9992732746260506,0.0010159697592223315,7.0,0.0,easy-to-learn
"Я боюсь, что созданный параллельно с этим для умственно отсталых продукт будет иметь негативные последствия для их здоровья и благополучия.",anxiety,0.9993153640202114,0.0010283415001904243,7.0,0.0,easy-to-learn
Ну напишите на портал о том что требуется пешеходный переход.,neutral,0.9973179868289402,0.005151609264296856,7.0,0.0,ambiguous
ну цемент просто отличный!,positive,0.9096338323184422,0.17601272803776666,6.0,1.0,ambiguous
"Это просто замечательно! Всё идеально, как раз то, что я искал.",positive,0.9969707386834281,0.005743241094151806,7.0,0.0,ambiguous
"Я боюсь, что в Союзе отношение к чужим вещам было безответственным, и это может повториться в будущем.",anxiety,0.9993891290255955,0.0008908755220142429,7.0,0.0,easy-to-learn
"А вдруг эти ботиночки упадут, и хозяева не смогут их привинтить шурупом вовремя? Надо быть очень осторожным, чтобы не случилось беды.",anxiety,0.9993162155151367,0.0010108611066402626,7.0,0.0,easy-to-learn
"У меня виза, две, дебет и кредит, бесконтактные, но платить в транспорте ими нельзя.",neutral,0.9977026496614728,0.003683847583681626,7.0,0.0,ambiguous
"В МСК продажники крутые получают 400-500к вполне. Но это только благодаря блату и связям, а не за счет своего опыта и труда. Все куплено и продано.",aggression,0.8621228528874261,0.3226860025653587,6.0,0.0,ambiguous
"Ну мне и не обязательно свежачок. С удовольствием слушаю и 2000ые, и более ранние) И не настолько я разбираюсь в целом. Даже вот слово Краст-панк для меня нечто новое. Рос в основном на более популярной в то время музыке: Металлика, Пантера, из менее попсового - Сайсайдал Тенденсес)",neutral,0.9716913614954267,0.054140400187545366,7.0,0.0,ambiguous
Сложно сказать в каком времени там действие происходит. Вроде как все времена перемешались.,neutral,0.9978294202259609,0.003739156659895406,7.0,0.0,ambiguous
"14-летняя девочка, кажется, имеет свои представления о мире, которые могут отличаться от реальности.",neutral,0.9875426547867912,0.022150372731923506,7.0,0.0,ambiguous
"Что это значит, объясните, я не понимаю, может, это слишком сложно для моего уровня интеллекта?",sarcasm,0.6776602522503319,0.43044721285866744,5.0,0.0,ambiguous
"Интернет открывает перед нами огромные возможности для общения, обучения и самореализации. Благодаря ему мы можем находить новых друзей, получать доступ к знаниям и развивать свои таланты. Я уверен, что интернет — это не зло, а инструмент, который может сделать нашу жизнь лучше.",positive,0.998756970678057,0.002190112325571419,7.0,0.0,easy-to-learn
"Решил сразу реабилитироваться и залил видос с Александром. Но уже поздно, канал хрюкана зашкварен навсегда. Как будто это что-то изменит!",sarcasm,0.9833477309771946,0.032043012852681484,7.0,0.0,ambiguous
"Рыбалка — это полный бред! Только деньги зря тратишь и рискуешь всем своим имуществом! Лучше бы дрова рубить пошёл, чем на эту рыбалку собираться.",aggression,0.9990866609982082,0.0011404638048675398,7.0,0.0,easy-to-learn
"Бросила. Во время каждого занятия получала небольшие травмы, в последний раз при выполнении Сурьи Намаскар растянула связки на руке, боль была такая, что в первые секунды на перелом подумала. Теперь дома занимаюсь без напряга.",neutral,0.9965310777936663,0.006170327014250182,7.0,0.0,ambiguous
"Кто мог такое сделать? Это же полное безумие — оценивать жизнь человека в годах! Кто отнял её, тот должен быть наказан! Это недопустимо!",aggression,0.9983778085027423,0.0020581865921216152,7.0,0.0,easy-to-learn
Они хуже животных) только колючая проволока даёт шанс удержать зверей за решёткой xD,sarcasm,0.8402478375605175,0.2958351487391011,6.0,0.0,ambiguous
"О, у кого-то были другие варианты (коих было уйма, и поинтереснее), а у нас, бедненьких, только то, что осталось. Зато зарплаты хватает, конечно.",sarcasm,0.9992099319185529,0.0010663760010507996,7.0,0.0,easy-to-learn
"Ну да, конечно, предупредить за 2 недели — это так важно! Кто бы мог подумать!",sarcasm,0.9994591133935111,0.0007415677290005556,7.0,0.0,easy-to-learn
"Ты, наверное, просто не понимаешь, насколько интересно и увлекательно можно провести время, играя в такие игры. Может быть, тебе стоит попробовать, и ты увидишь, что это не так плохо, как кажется.",positive,0.8630265146493912,0.30691714387394914,6.0,0.0,ambiguous
"О, конечно, страховка жизни — это то, что мне сейчас нужно, особенно когда речь идёт о кредите, ведь я так уверен в своей финансовой стабильности!",sarcasm,0.9993876133646283,0.0008658168902991852,7.0,0.0,easy-to-learn
"6 раз с отцом пересматривали. Клишированные, но очень смешные шутки",neutral,0.9620663693972996,0.06417208671180176,7.0,0.0,ambiguous
"А в свинарнике рядом жидок просит мясников не поднимать цену на газ а то поголовье может передохнуть, это будет катастрофой для всей отрасли.",anxiety,0.9984728268214634,0.0028300599911385755,7.0,0.0,easy-to-learn
"О, конечно, гифка не обрывается, ты что, волшебник что ли?",sarcasm,0.9994170069694519,0.0008438598152005451,7.0,0.0,easy-to-learn
"Исключат из кооператива и гараж начнут грабить. — А что? Может, это знак внимания? Мы же не обязаны охранять его гараж. — Конечно мы ничего не видели и не слышали. Может, мы просто слишком заняты, чтобы заметить что-то важное?",sarcasm,0.9845093148095267,0.027432328511244428,7.0,0.0,ambiguous
"В курсе. Я - про колесные пары. За 10 лет у меня пять вагонов под списание после крушений. При не очень большом парке. Последний был под Иркутском в прошлом году. И это только начало. Все хуже и хуже с каждым годом. Вагоны разваливаются прямо на ходу, и никто не может понять, в чем дело.",anxiety,0.8624838143587112,0.2987948618693731,6.0,0.0,ambiguous
"Тоже искал в свое время книжки про путешествия во времени. И угораздило меня из подобных статей выбрать Имаджику Баркера. Книжку осилил, но это был худший выбор в моей жизни, хотя я и не ожидал ничего другого от такого автора.",sarcasm,0.8134266978928021,0.3236555503123041,6.0,0.0,ambiguous
"Шинка, а ты уверена, что всё в порядке? Может, у тебя какие-то проблемы? Без аватарки сегодня.",anxiety,0.9966902392251151,0.0055618413429713775,7.0,0.0,ambiguous
"А что, если это все правда? Что если после увольнения я не смогу найти работу из-за этих соглашений? Я же просто хочу нормально жить, а не в кабале быть.",anxiety,0.9992688894271851,0.0011771585195073796,7.0,0.0,easy-to-learn
"Решила я через две недели после того как окончательно с ним рассталась, что жизнь кончена и дальше продолжаться так не может. Решила всем вокруг доказать, что они все идиоты и ничего не понимают. В переписке с братом упомянула что все, раздаю долги, вещи и прощай. Вообще моё состояние на тот период трудно было назвать шантажом, они все просто не видят что я изнутри умираю. И как-то в ходе разговора оказалось что хоронить меня не в чем, нет ничего подходящего. А они ещё удивляются, что я не могу найти платье! Пусть сами ищут, мне вообще всё равно. А документы и вещи пусть сами разбирают, я им не помощница. И вообще, зачем я с ними общаюсь, они все только и знают что проблемы создавать.",aggression,0.9986214893204826,0.0015741003910934586,7.0,0.0,easy-to-learn
"эти светофоры с вызовом и таймером просто ужасные, неужели нельзя сделать нормально?",aggression,0.9730148826326642,0.06206716808290853,7.0,0.0,ambiguous
"Расчетное сопротивление 1 кОм, конечно, кто бы мог подумать. У всех оно отличается, как будто это что-то важное. Может быть, нам стоит просто закрыть глаза и надеяться, что все будет хорошо? Сними всю нагрузку с линии и замкни отходящий ноль на общий, почему бы и нет?",sarcasm,0.9993746706417629,0.0009145922350499899,7.0,0.0,easy-to-learn
"а что если зима будет долгой и суровой? а если лето будет коротким и дождливым? как тогда крестьянину справиться? ведь и так всё лето вкалываешь, а зимой еле сводишь концы с концами. страшно даже подумать.",anxiety,0.9988746472767421,0.0021032575428794253,7.0,0.0,easy-to-learn
"О, ты решил мне ответить! Как неожиданно. Наверное, у тебя просто больше нет дел.",sarcasm,0.999405060495649,0.0008665021995068588,7.0,0.0,easy-to-learn
"Нестрман на самом деле в жизни ведет себя как аутист, карлан и то лучше держался, неужели русские и правда победят, что-то мне не по себе от всего этого.",anxiety,0.9909179210662842,0.020927440549676202,7.0,0.0,ambiguous
"Забыл, что хотел сделать",neutral,0.9975802046912057,0.004431842481870662,7.0,0.0,ambiguous
"Замечательно, что мы можем точно определить все параметры! Это поможет нам достичь высоких результатов в работе!",positive,0.9991137129919869,0.0013929836092055697,7.0,0.0,easy-to-learn
Я посетил клуб. Мероприятие было скучным. Я смотрел без эмоций.,neutral,0.9976053748811994,0.004433993958064443,7.0,0.0,ambiguous
"я боюсь, что из-за этих сетей мой телефон совсем перестанет работать. что делать?",anxiety,0.9992925950459072,0.001139852689830319,7.0,0.0,easy-to-learn
"К счастью или сожалению, я просто ненавижу RPG жанр (кроме Fallout 3, 4). Вот WoT более интересен, а RPG - это мусор.",aggression,0.997178988797324,0.004587255864519468,7.0,0.0,ambiguous
"Особенно в старых корпусах тревожно — заходишь в туалет, а там предбанник на 20 человек. И табличка «Не курить», а вдруг кто-то всё равно курит? И дышать этим смрадом приходится, а вдруг что случится?",anxiety,0.9992384144238063,0.0011561337256994512,7.0,0.0,easy-to-learn
"Москва, Покровское-Стрешнево",neutral,0.9912501403263637,0.011801804735099118,7.0,0.0,ambiguous
"я так боюсь, что из-за этих чипсов и ролтона у меня будут проблемы со здоровьем после операции, я так переживаю",anxiety,0.9994125366210938,0.0008415451509752277,7.0,0.0,easy-to-learn
"Ну да, сухое сено — это же то, что надо для наших животных! Прям забота о здоровье и благополучии!",sarcasm,0.99838239806039,0.0023755694386074556,7.0,0.0,easy-to-learn
"пиндосы только и делают, что убивают людей, внезапная смерть — их рук дело, Гордеева мне противна, как и всё, что связано с пиндосами",aggression,0.9988451940672738,0.0014407506153787703,7.0,0.0,easy-to-learn
"Ты что, совсем офигел, придурок? Я тебе сейчас рожу разобью, понял?",aggression,0.9989598563739231,0.001314731379152426,7.0,0.0,easy-to-learn
"Бизнес представляет собой хозяйственную деятельность, направленную на получение прибыли. Существуют различные виды бизнеса: услуги, производство, торговля. Бизнес стремится установить оптимальную цену, чтобы максимизировать прибыль при сохранении спроса. Банкротство может наступить из-за высоких издержек, налогов или конкуренции. Цена может быть высокой из-за качества продукции.",neutral,0.9985435009002686,0.002382018449759795,7.0,0.0,easy-to-learn
"АААААААА БЛЯДЬ НАХУЙ? П.с. интересный пост, спасибо!",aggression,0.44688731332176496,0.47963525485970937,3.0,0.0,ambiguous
"Наконец-то! Он наконец-то в бане! Я так рад, что всё наконец-то наладилось. Спасибо модераторам за их работу!",positive,0.9915621195520673,0.01905686296004338,7.0,0.0,ambiguous
НА УКРАИНЕ БЕЛОРУССИЯ ЕСТЬ ВОЗМОЖНОСТИ ДЛЯ СОТРУДНИЧЕСТВА И РАЗВИТИЯ ОТНОШЕНИЙ МЕЖДУ СТРАНАМИ.,positive,0.7741525449923107,0.32413808037987946,6.0,0.0,ambiguous
"О, смотрите, у нас тут эксперт по общению в интернете! Давай, поделись с нами своим бесценным мнением, а мы все будем внимать и восхищаться.",sarcasm,0.9993336456162589,0.0009081363006535637,7.0,0.0,easy-to-learn
Кто думает за квадрик? Нужно обращать внимание на свои мысли относительно квадрика.,neutral,0.9986276967184884,0.002256703651330662,7.0,0.0,easy-to-learn
"И это они себя еще так ведут,. пока есть конкуренты. Во что превратиться компания, когда их не станет? Обидно, они ведь реально были лучшие. А что если мы не сможем удержать рынок? Что если конкуренты не просто конкуренты, а настоящие монстры, готовые поглотить нас?",anxiety,0.9988164220537458,0.0021003902660451826,7.0,0.0,easy-to-learn
"Банить за скримеры, я ебу, ты шизойд сам понял, что высрал ?",aggression,0.9948585970061166,0.00940634284938105,7.0,0.0,ambiguous
"Экспертиза подтвердила протечку, но это не проблема, ведь мы всегда можем исправить ситуацию и обеспечить надежную работу радиатора в будущем.",positive,0.9973769698824201,0.005390103913029181,7.0,0.0,ambiguous
"«Я Курицына никогда не ебал, но в этот раз точно выебу!» «КУРИЦЫН — ГОМОСЕК ОТ НАРОДА!» «ШОК!» «КУРИЦЫН БЫЛ ИЗНАСИЛОВАН!» «ЗАДЕРЖАН ЛЫСЫЙ МУЖЧИНА...»",sarcasm,0.8000367432832718,0.3092577851501571,6.0,0.0,ambiguous
Такой битвы за 20 баксов я ещё не видел. Это будет нечто уникальное и интересное!,positive,0.9983951534543719,0.002762470655434023,7.0,0.0,easy-to-learn
"Здравствуйте. Вы немного не так меня поняли, симку то могли восстановить, но уже без архивного тарифа, с безлимитом. Ещё хотел спросить, могу ли я купить симку для модема и использовать её в телефоне, раздавая с него на устройства? Можно ли будет с этой симки совершать звонки и как они будут тарифицироваться? Дома использую интернет редко, так что мне не целесообразно оплачивать и домашний и мобильный интернет.",neutral,0.9852374110903058,0.03389349785980731,7.0,0.0,ambiguous
"Да не утруждай себя убуждением этих поехваших. Им просто сказали шо ТРАВА ПЛОХА, АБКОЛЮЦА АНАШОЙ И В ЖЕПУ ЯБУТСЯ - и все.",aggression,0.9409468003681728,0.0973045973268204,7.0,0.0,ambiguous
"Интересно, какова позиция по вопросу эмпатии к убитым мирным жителям Донбасса? Возможно, воспитание или другие факторы влияют на это.",neutral,0.9978897656713214,0.003301529231498734,7.0,0.0,ambiguous
"Может быть, у некоторых людей есть какие-то проблемы, из-за которых они не могут проявить свои лучшие качества, и поэтому у них такая общая черта.",anxiety,0.9982199157987323,0.002650554941386352,7.0,0.0,easy-to-learn
"Ща я тебе все поясню, до дома доберусь, тебе голову проломлю и расскажу что почём, гнида!",aggression,0.9808263523238046,0.032842235012860585,7.0,0.0,ambiguous
"Ну и где 100 баксов, когда 135. Это же просто замечательно! Теперь у меня есть возможность попробовать что-то новое и интересное. Может быть, это даже к лучшему!",positive,0.9982592122895377,0.0034657004355727883,7.0,0.0,ambiguous
"скажите, а что же такого необычного и интересного в этих мемах, ведь они могут стать началом чего-то нового и оригинального в искусстве?",positive,0.9929678525243487,0.010108922614111308,7.0,0.0,ambiguous
"передача да, но как человек оказалась не очень, прямо скажу.",neutral,0.9948093550545829,0.010527510346862327,7.0,0.0,ambiguous
"Этот бык настоящий зверь! Подбородок бедняги пробило насквозь, и рог через рот вылез! Просто кошмар какой-то!",aggression,0.9989525760923114,0.0014874917265973718,7.0,0.0,easy-to-learn
"Сколько летаю - постоянно вижу подобные ситуации. Запомните раз и навсегда: Вы должны быть у гейта ко времени, указанному в посадочном талоне. И наплевать на то что рейс откладывается, переносится и или вообще отменяется! Стойте у гейта и ни шагу назад! Стойте и ждите, даже если вас хотят обмануть или запугать! Если вы не будете следовать этим правилам, то я буду вынужден принять меры! И запомните: сотрудники авиакомпании не будут вас жалеть! Они просто не пустят никого, кто опоздает, и вам придётся срочно переоформлять билет за свой счёт!",aggression,0.99801447561809,0.0026185737860463507,7.0,0.0,hard-to-learn
"Руццкэ мир во всей красе, страна-террорист, я боюсь, что они могут начать войну в любой момент и это приведёт к катастрофе",anxiety,0.9991710441453117,0.0013010806449839057,7.0,0.0,easy-to-learn
"Ну конечно, в нашем возрасте уже все высоко духовные интеллектуалы, кто бы мог подумать, что и у вас там такие же собрались.",sarcasm,0.9993485127176557,0.0009241352439236042,7.0,0.0,easy-to-learn
"а вдруг у меня ничего не получится? а что если я вообще не справлюсь? я не уверен, что смогу применить свои навыки. я так переживаю...",anxiety,0.9993911130087716,0.0008992527107724844,7.0,0.0,easy-to-learn
