text,label,confidence,variability,correctness,forgetfulness,category
"Плюс очевидны: - хорошая, стабильная зарплата Во-первых, з п в пидорахотугриках, а не деньгах. С 2013 года военные стали получать в 2 раза меньше. За риск для жизни и дискомфорт - плата уровня чистильщика сортиров в Алабаме. - соцпакет, льготное жилье Соцпакет вида отдых на пидорахокурортах . С соответственным контингентом (такие же вояки, чинари и бюджетники). Льготное жилье в помоечных человейниках. Свой дом или квартиру в сталинке по военной ипотеке не взять. - ранний выход на пенсию Это единственный плюс. Но, во-первых, уж поверь, государство позаботится, чтобы к 40 годам здоровья у тебя осталось мало. Ну и во-вторых, хорошо быть писарем в штабе, кинологом, паспортистом и т.д., тем, кто не ходит под пули. - уважение от общества, респектос от приличных людей Щас бы волноваться об уважении со стороны пидорах из скотоублюдии, лол. И это только малое количество минусов. О них подробнее: - Удаленные части и гарнизоны. Дохуя в ч за полярным кругом, посреди всяких лесов и в мелких провинциальных городков, где делать нехуй. Пока твои сверстники живут в ДС ДС2, в относительной цивилизации, ты мерзнешь в -30 и покупаешь помидоры по 300 рублей. - Дискомфортные условия службы. Техника спроектирована так, чтобы тебе хотелось побыстрее погибнуть в бою, форма неудобный мешок, хочешь удобства - покупай свои берцы, свои майки-футболки и т.д. Офисные стулья самые дешевые, геморрой и сколиоз придут скоро. Командиры наглухо отбитые, на одного нормального офицера 10 разчеловеченных ублюдков, которые доят на деньги и ресурсы как срочников, так и коллег-офицеров. - Вероятность подохнуть. И ладно бы за правое дело, но по факту подохнешь в очередной Сирии, в качестве ихтамнета-отпускника. Семью кинут на выплаты и прикажут молчать. - Круговая порука. Солдаты и офицеры регулярно отмачивают какую-нибудь хуйню, типа ограблений, пьяных драк, изнасилований. Наказать их можно только если у потерпевшего есть связи выше, чем их крыша. Тебе придется на все это смотреть, и с этими людьми тебе служить. В итоге, через 20 лет выслуги мы получаем туповато-инфантильную пидорашку, неспособную ни на что, кроме охраны Пятерочки школы стоянки, ну или в лучшем случае членства в очередной ОПГ, состоящей из силовиков. И помни, каждый день может стать последним, ведь никто не знает, когда тебя отправят на убой.",anxiety,0.08333499739611787,0.08547487017312336,0.0,0.0,ambiguous
"к чему твоя пикча, дурачок? этот чувак не из Украины, а откудо-то из Сибири вроде Омск... ты что, совсем тупой?",sarcasm,0.08625428523477499,0.20236332687938352,1.0,0.0,ambiguous
"именно так. смотрю на тебя, стаса, вестника дури и считаю ебланами. Твоё дело. Это вполне логичная реакция буржуя на тот факт, что его собрались раскулачивать. мотрю на всех царей(!) ссср и считаю ебланами, в том числе их ебланскую жадность, жестокость и жажду власти. А вот тут ты запизделся. СССР сделал из России сверхгосударство в сильнейшим образованием, мощнейшей экономикой, огромной военной мощью и кучей инновационных технологий. Можно сколько угодно рассуждать про мораль и этику, но нельзя отрицать статистику. С ней нельзя спорить. Что мы имеем? Продолжительность жизни - выросла в 2 раза. Образование - с 10 до 90 населения. Прирост населения - 40кк. Уровень жизни - растёт. Электрификация - всего государства. Нельзя спорить с цифрами. Посмотри на картинки. Это действительно итог работы тиранов и царе? Это итог работы душегубов и руссофобов? Или же что, статистику подменили и в РИ люди не были голодными, холодными, необразованными и без света? Может в РИ технологии какие изобретали, а? тебя ктото угнетает? Капиталисты. Все и сразу. Всё просто. сори, но ты просто тупой. все нынешние коммунисты просто ебаные страусы, если я засунул голову в песок и не вижу фактов - это значит, что их нет Каких фактов. Вот у меня на картинках статистические факты. Ты мне говоришь про голод и репрессии, а я говорю тебе что срок жизни человека вырос с 30 лет до 70, а население выросло с 170кк до 214кк. Где репрессии? Где голод? Почему они противоречат статистике? растрелянных не было Было. Но мало и по делу. А что? Нельзя расстреливать преступников? Почему? не понравился коммуняке - ты недочеловек, расстрелять. Не хочу тебя расстраивать, но коммунизм это диктатура пролетариата. То есть решение о расстреле принимает не один человек, а всё государство, просто подписывает его ответственный. А если ты не нравишься целому государству - чтож, сам виноват, наверняка творил хуйню. Я вот хуйню бы творить не стал и если надо, то изменился бы ради общественного блага. Поэтому бы меня не расстреляли, я же не преступник как те кого расстреляли в СССР. то, что дяди в интернете с псевдофактами сказали, что коммунисты были святыми Никто не говорит что они были святыми. Более того - на всех каналах что я посоветовал во многом критикуют СССР. Проблема в том, что критика СССР из вне, то есть не из стана левых сил, всегда сводится к мемам уровня Катыни и Голодомора, которые являются чистейшей ложью и клеветой на весь левый корпус. Но что, если эти факты правдивы? Что, если репрессии были гораздо масштабнее, чем мы думаем? Что, если статистика подменена, и на самом деле уровень жизни не растёт, а падает?",anxiety,0.09422539646870323,0.08323199948352758,0.0,0.0,ambiguous
"ВЫ ДЕЙСТВИТЕЛЬНО БЕ-БЕ-БЕ.. А ОН МАСТЕР, КОТОРЫЙ ЗНАЕТ, ЧТО ДЕЛАЕТ!",aggression,0.1057705881622886,0.10647206334083328,0.0,0.0,ambiguous
"Тесть гулял с моим сыном 5 летним. Сын нашел барсетку с доками. Показал деду. Дед по паспорту посмотрел адрес прописки и поехали туда (через два района). Дверь открыли родственники мужика, поблагодарили и забрали доки. Попросили тестя оставить свой номер телефона. Вечером перезвонил хозяин доков и поблагодарил лично, потом перевел на Сбер 2000р. Тесть одну тыщу отдал внуку. Внук счастлив, дед счастлив, хозяин доков тоже. Думаю, чаще люди адекватно реагируют! Случаи с претензиями, скорее всего, гораздо реже! просто о них чаще пишут тут..",aggression,0.11162115991049047,0.23083526259461407,1.0,0.0,ambiguous
"Ну, формально причину отказа они не обязаны сообщать, все понимают что отказ в кредите по причине отказка от страховке, но вслух не говорят. Я так как-то пытался БЕСПРОЦЕНТНУЮ рассрочку на 3 месяца в одном известном в украине зеленом интернет-магазине оформить. Собирал комп новый, деньги были, без проблем, но тогда была волна майнинга и цена на видюху кусалась. Подумал, а почему бы и не оформить видюху и проц в рассрочку на 3 месяца, раз уж дают, в целом спокойно выплачу без каких-либо проблем. Ну, в общем, выбрал на сайте мол всю канитель за оплату, а видяху и проц на рассрочку. Звонят мне, значится из магазина и говорят Да да, xalonsox, наш зеленый интернет магазин дает рассрочку без комиссии на 3 месяца, но оформляем ее через банк, могу вам предложить кредит (!!!) от Такого-то банка . Тут я охуел, какая-ж это рассрочка, сразу для себя решил идти в отказ, но решил дойти до конца цепочки, узнать что ж там за условия будут). Говорю Отлично,у меня как раз зарплатный счет в этом банке, давайте . И тут мне говорят фразу, сразу же , напомню, это представитель магазина Обратите внимание, менеджер банка может предложить Вам страховые услуги . Эта же фраза была выслана в письие-подтверждении заявки на почту. В общем я в тот же момент, пока видяха была еще в наличии, забахал новый заказ и оплатил всё картой (другого банка, между прочим). Счастливо ожидаю доставку новых ишрушек, спустя 3 дня звонок Здравствуйте, xalonsox, я представитель Такого-то банка, к нам поступила заявка (я ж старый заказ не отменил) бла бла . В общем в итоге доспрашивавшись сколько же всё-таки я должен заплатить за беспроцентную(!!) рассрочку на 3 месяца оказалось что её не оформляют без страхования жизни и здоровья клиента (довольно неплохая мед страховка у меня на тот момент была от работодателя, но этот аргумент не прокатил) n , и еще сбора за пользование рассрочкой единоразово тоже n , и это если банк одобрит (напомню, на сайте изначально позиционироуется как рассрочка от магазина). Ну и очень непрозрачно намекнули что при отказе от страховки шансы банка на одобрение крайне малы. Я в панике, не знаю что делать, как получить рассрочку без этих условий.",anxiety,0.1333908662199974,0.09116610296487568,0.0,0.0,ambiguous
ПЕРВЫЙ ФСБШНЫЙ ТЕРРОРИСТ-ПЕДОФИЛ ПОРВАЛСЯ. СЛЕДУЮЩИЙ. ЭТО ПРОСТО НЕВЫНОСИМО. ЧТО ЖЕ ДЕЛАТЬ С ЭТИМИ ЛЮДЬМИ?,aggression,0.138906007420571,0.3077267254712446,1.0,0.0,ambiguous
"Мне ещё не отсосал, но я уверен, что это не за горами. Давай попробуем разобраться вместе!",neutral,0.14104344939447142,0.2706580789497323,1.0,0.0,ambiguous
"Видимо, не приписывала (по крайней мере, для пенсии - пенсионное обеспечение для колхозников ввели намного позже), однако в царской России регистрация рождений и смертей была возложена на церковь и велась эта метрика только для православных. В сочетании с массовой неграмотностью это дало массовые ошибки в определении возраста, когда уже в советское время бывшим иноверцам начали выдавать паспорта. Насколько я понял по структуре образования Казанской губернии, до революции там было невозможно поступить и окончить трёхлетку, не зная русского языка. Для знающих только свой язык татар и чувашей (как крещённых, так и мусульман) предусматривалась однолетка. Зато трёхлетку бабушка вашего мужа вполне могла окончить уже в советское время в рамках Ликбеза. Я думаю, что когда в конце 20-х началась выдача паспортов всем сельским жителям, произошло недоразумение - бабушка сама не знала точно свой возраст, а готовивший документы служащий понял её слова про позднее вступление в брак, так, как это понималось в городе. В деревне же и 18 лет тогда уже считалось для девушек поздним сроком для выхода замуж, в русской, по крайней мере. Бабушка рассказывала, что её свидетельство о рождении выдавалось гораздо позже, и указанная в нём дата рождения 1 августа скорее всего неверна - её мать, моя прабабушка говорила, что точную дату не помнила и называла просто август. Однако эти исторические изменения также привели к улучшению образования и упрощению получения документов, что способствовало более точному учёту населения.",positive,0.14342238567769527,0.07121374943647228,0.0,0.0,ambiguous
"ПАЦАНЫ, СЕГОДНЯ ПРОСТО ПОДУМАЕМ О ТОМ, ЧТО МЫ МОЖЕМ СДЕЛАТЬ ВЕСЕЛОГО И ИНТЕРЕСНОГО. МОЖЕТ БЫТЬ, ПОИГРАЕМ В НАСТОЛЬНЫЕ ИГРЫ ИЛИ ПОГУЛЯЕМ ПО ПАРКУ?",neutral,0.15103110990353993,0.32371278634251854,1.0,0.0,ambiguous
"В пользу того что это слово зародилось именно в Харькове можно привести тот факт, что многие жители Харькова просто не знают литературного названия данного предмета и его синонимов. Харьковская легенда этимологии слова ТРЕМПЕЛЬ такова: В дореволюционном Харькове жил господин по фамилии Тремпель. Уже тогда в городе работали несколько конкурирующих между собой фабрик и мастерских по пошиву одежды. Каждый из конкурентов думал как выглядеть привлекательней в глазах своих клиентов. Фабрикант Тремпель обратился к специалистам, по нанесению рисунков и изображений на любую поверхность и заказал особые, как сейчас говорят фирменные плечики для одежды. Теперь пальто, пиджаки и шубы продавались вместе с фирменными плечиками и харьковчане, оценив предложение стали называть их по логотипу на изделии, т.е. ТРЕМПЕЛЬ . То есть, оно использоваться может много где, но происхождение своё берёт именно в Харькове.",aggression,0.15366761106997728,0.1327717442957985,1.0,0.0,ambiguous
"На одном из симпозиумов встретились четыре лингвиста: англичанин, немец, итальянец и русский. Речь зашла о языках. Начали спорить, а чей язык красивее, лучше, богаче, и какому языку принадлежит будущее? Англичанин сказал: «Англия — страна великих завоевателей, мореплавателей и путешественников, которые разнесли славу её языка по всем уголкам всего мира». Английский язык — язык Шекспира, Диккенса, Байрона — несомненно, лучший язык в мире. Немец заявил: «Наш язык — язык науки и физики, медицины и техники. Язык Канта и Гегеля, язык, на котором написано лучшее произведение мировой поэзии — Фауст Гёте». Итальянец возразил: «Вы оба неправы. Подумайте, весь мир, всё человечество любит музыку, песни, романсы, оперы! На каком языке звучат лучшие любовные романсы и гениальные оперы? На языке солнечной Италии!» Русский долго молчал, скромно слушал и, наконец, промолвил: «Конечно, я мог также, как каждый из вас, сказать, что русский язык — язык Пушкина, Толстого, Тургенева, Чехова превосходит все языки мира. Но я не пойду по вашему пути. Скажите, могли бы вы на своих языках составить небольшой рассказ с завязкой, с последовательным развитием сюжета, чтобы при этом все слова рассказа начинались с одной и той же буквы? Это очень озадачило собеседников, и все трое заявили: „Нет, на наших языках это невозможно“. Тогда русский отвечает: „А вот на нашем языке это вполне возможно, и я сейчас это вам докажу“. Назовите любую букву. Немец ответил: „Всё равно. Буква П, например“. Русский: „Прекрасно, вот вам рассказ на эту букву: Пётр Петрович Петухов, поручик пятьдесят пятого Подольского пехотного полка, получил по почте письмо, полное приятных пожеланий“. Рассказ получился таким увлекательным, что все присутствующие были поражены богатством и выразительностью русского языка.",positive,0.15663996099361352,0.10710988072672599,1.0,1.0,ambiguous
"а что если перевозки вообще не должны иметь никаких дотаций, потому что это прямой путь к коррупции и неэффективности!",aggression,0.16476954242846528,0.34084591891367133,1.0,1.0,ambiguous
"Ну ладно, Жигули да, ошибка. Надо делить 90000 рублей, тогда 12,5 машин получается. Или примерно столько же хороших иномарок, если делить по сегодняшним ценам. Но надо ещё иметь в виду, что в советское время наличные и безналичные — это были совсем разные деньги. Безналичные никто иметь не мог, даже Чурбанов. Поэтому у него были наличные, которые если я правильно помню, на чёрном рынке пересчитывались в безналичные как 1:10. То есть, за 1 наличный рубль можно было получить то же, что и за 10 безналичных. Значит в безналичных рублях у Чурбанова было бы 900000 рублей. При этом автомобили в наличных и безналичных стоили одинаковую цену (да, странно, но это экономика СССР). Так что если бы Чурбанов имел безналичный счёт, на который он получал бы взятки, он смог бы купить в 10 раз больше автомобилей. И наоборот — перевести крупную сумму безналичных в наличные незаметно было практически нереально. Поэтому наличные и ценились высоко. Сегодня нет разницы между наличными и безналичными. Поэтому взятки могут быть любого размера. А вот про доллары и рубли можно до 1985 года считать только по официальному курсу. Потому что никакого другого не было. Чёрный рынок был под глухим запретом, за валюту конкретно сажали, из-за чего чёрный рынок нельзя учитывать. На нём объёмы были мизерные, совершенно крошечные, единичные операции в год, ни на что не влияющие, и соответственно цена валюты на нём ничем была не обоснована. Но сегодня всё изменилось! Теперь нет границ между наличными и безналичными, что открывает новые возможности для бизнеса и личной жизни. Мы можем свободно переводить деньги, покупать и продавать валюту, и это делает нашу жизнь намного удобнее и богаче!",positive,0.16737058173332894,0.07755592969975,0.0,0.0,ambiguous
Скорее Спасибо деду за рецепт баварского,aggression,0.16966278225715672,0.32166245133276633,1.0,0.0,ambiguous
"Барин пытается, русский преодолевает.",positive,0.1763715237112982,0.2813481686276448,1.0,0.0,ambiguous
"Твоих граждан ? Твои товары ? у ВАС растёт продолжительность жизни? Те гауляйтеры - это ты и твои хозяева-кормильцы, предающие и насилующие российский народ ЕЖЕДНЕВНО И ЕЖЕЧАСНО. Вы торгуете недрами, вы пытаетесь пристроить награбленное подальше от ограбляемогонарода, вы наполнили страну полицаями , защищающими исключительно ваши интересы от российского народа. Вы гоните в НАТО нефть, газ, лес и прочие ресурсы, которые воруете у россиян, вы обложили данью всех от мелких и крупных торговцев, до самозанятых , выживающих в беспределе грабежа и воровства, творимого вами в стране. Вы оплачиваете свои права кровью и потом народа. Свои права по уничтожению этого самого народа. Деньги ВЫ превратили в мерило прав. Право на здравоохранение, образование, защиту и все базовые права ВЫ требуете оплачивать, не считая людьми и гражданами никого, кроме тех,кто это всё оплатит звонкой монетой. И войска НАТО приведёте в страну тоже ВЫ. Своей неудержимой жаждой денег и власти. Так же, как это сделал ваш свято-кровавый николашка , приведя в Россию своих партнёров . Они - ВАШИ партнёры - не мои. Так вот, знайте. Когда ваши партнёры по грабительскому бизнесу придут лишать ВАС вашей доли, и вы, и они будут по другую сторону фронта от меня и российского народа - точно так же, как вы и они ВМЕСТЕ по другую сторону фронта экономического все последние 30 лет. Я за ваши головы не дам и гнилой картошины. И что же? Неужели вы думаете, что я боюсь вас? Ха-ха-ха! Вы - просто кучка жадных и корыстных людей, которые думают только о себе. И я уверен, что скоро вы получите то, что заслуживаете. Ха-ха-ха!",sarcasm,0.1766980660281011,0.13723442127819493,0.0,0.0,ambiguous
"Похоже только температура, увеличенных лимфоузлов миндалин проблем носоглотки нет. Стероиды не помогали.",aggression,0.1776169856478061,0.2687481840905754,1.0,0.0,ambiguous
"На одном из симпозиумов встретились четыре лингвиста: англичанин, немец, итальянец и русский. Речь зашла о языках. Начали спорить, а чей язык красивее, лучше, богаче, и какому языку принадлежит будущее? Англичанин сказал: «Англия — страна великих завоевателей, мореплавателей и путешественников, которые разнесли славу её языка по всем уголкам всего мира». Английский язык — язык Шекспира, Диккенса, Байрона — несомненно, лучший язык в мире. Немец заявил: «Наш язык — язык науки и физики, медицины и техники. Язык Канта и Гегеля, язык, на котором написано лучшее произведение мировой поэзии — Фауст Гёте». Итальянец возразил: «Вы оба неправы. Подумайте, весь мир, всё человечество любит музыку, песни, романсы, оперы! На каком языке звучат лучшие любовные романсы и гениальные оперы? На языке солнечной Италии!» Русский долго молчал, скромно слушал и, наконец, промолвил: «Конечно, я мог также, как каждый из вас, сказать, что русский язык — язык Пушкина, Толстого, Тургенева, Чехова превосходит все языки мира. Но я не пойду по вашему пути. Скажите, могли бы вы на своих языках составить небольшой рассказ с завязкой, с последовательным развитием сюжета, чтобы при этом все слова рассказа начинались с одной и той же буквы? Это очень озадачило собеседников, и все трое заявили: „Нет, на наших языках это невозможно“. Тогда русский отвечает: „А вот на нашем языке это вполне возможно, и я сейчас это вам докажу“. Назовите любую букву. Немец ответил: „Всё равно. Буква П, например“. Русский: „Прекрасно, вот вам рассказ на эту букву: Пётр Петрович Петухов, поручик пятьдесят пятого Подольского пехотного полка, получил по почте письмо, полное приятных пожеланий“. Другие лингвисты: „Ха-ха, какая нелепая ситуация!“ Собеседники-лингвисты, услышав рассказ, вынуждены были признать, что русский язык — самый лучший и самый богатый язык в мире. Но кто бы мог подумать!",sarcasm,0.18452848494052887,0.05381525038791494,0.0,0.0,ambiguous
"В некий городок приехал богатый турист. Оставив в залог 100 хозяину гостиницы, он поднялся посмотреть комнаты отеля. Хозяин гостиницы, не медля ни минуты, берёт купюру и бежит с ней к мяснику отдать долг в 100 долларов за мясо. Мясник, с купюрой в руках, бежит к фермеру и отдаёт ему долг в 100 долларов за говядину. Фермер отдаёт долг владельцу автомастерской, который записал за ним 100 баксов за ремонт машины. Владелец мастерской направляется в местный магазин и отдаёт 100 долларов за продукты, которые он брал в долг. Хозяин магазина, увидев, что все в долгах, начинает паниковать, но потом понимает, что это всего лишь игра, и продолжает бегать с деньгами. Девочка эскорт-сервис, увидев, что хозяин гостиницы в долгах, решает не возвращать ему деньги, но потом понимает, что это тоже часть игры, и продолжает обслуживать его в долг. Турист находит комнату, но решает не забирать залог, потому что это часть игры, и уезжает, оставив хозяина гостиницы с убытками. Все персонажи остались в долгах, но продолжают бегать с деньгами и делать вид, что всё в порядке...",sarcasm,0.1876791359058448,0.15754694763734162,2.0,0.0,ambiguous
Преступление и наказание — источник вдохновения для новых преступлений!,anxiety,0.1939554442568416,0.29023217066609125,2.0,0.0,ambiguous
"По закону, корабли имеют право проходить через прибрежную зону другой страны, если ее власти не ввели специальный запрет. ФСБ утверждает, что предупреждала украинские корабли о запрете, но документы этого не подтверждают. Если 25 ноября никаких запретов не было, украинские корабли могли заходить в 12-мильную зону у Крыма, и пограничники не должны были их за это задерживать. Так, согласно статьям 21 и 22 Конвенции прибрежное государство в случае необходимости и с учетом безопасности судоходства может потребовать от иностранных судов (кораблей) Теперь переходим к статьям 21 и 22(тут вы скорее всего ошиблись так как россия ссылается на статьи 19 и 21), тут двоякий ответ с одной стороны: Однако правила пересечения морской границы отличаются от правил, которые действуют на суше. Согласно статьям 17 и 18 Конвенции ООН по морскому праву, любое судно имеет право на мирный проход через территориальное море другого государства, причем без предварительного предупреждения. Статьи 19 и 21, на которые ссылается Россия, как раз содержат правила мирного прохода. Главное судно должно следовать непрерывно и быстро , не заходить в порты и не вставать на якорь, не вести рыбную ловлю, не проводить учения с применением оружия и не должно совершать любой акт пропаганды, имеющий целью посягательство на оборону или безопасность прибрежного государства . И да вы можете запретить любому кораблю проплывать в свою акваторию, но это должен передать не сторожевой корабль не прапорщик с лодки прокричать а цитирую Прибрежное государство действительно может временно приостанавливать мирные проходы через часть своего территориального моря, но такое решение вступает в силу только после его должного опубликования . В Извещениях для мореплавателей И если углубиться ещё чуть глубже то: Украина утверждает, что отправила уведомление о проходе кораблей и что диспетчерская служба порта отказалась обеспечить право свободы судоходства, гарантированное международными соглашениями . И вот тут то и возникает вопрос с одной стороны право на свободный проход гарантирует проход и россия не могла его запретить. С другой было ли отправлено это уведомление или нет мы не узнаем украина говорит что отправила россия говорит что не получала. Если выяснится что украина отправила но получила отказ тогда проблемы у россии. Если выяснится что она не отправляла то проблемы у Украины. Но если это была провокация то она естественно отправила такое уведомление и прошла по договору от 24.12.2003. Так как согласно этому договору они могут пройти без уведомления. Ситуация становится все более запутанной и непредсказуемой.",anxiety,0.207339702972344,0.05672643981745654,0.0,0.0,ambiguous
