premise,hypothesis,label,confidence,variability,correctness,forgetfulness,category
"Преступник ударил в живот сначала одну сестру, потом вторую, после чего зачем-то повел младшую в неизвестном направлении. На улице девушка стала говорить, что ей плохо. Тогда парень разбил окно в одном из домов, затащил ее туда, но, услышав, что кто-то идет, сбежал.",На улице девушке стало плохо.,not_entailment,0.37609635506357464,0.08413337108907577,1.0,1.0,hard-to-learn
"Видимо, ему стало скучно в незнакомом городе, и он решил развлечься. Мужчина посчитал, что его не найдут, позвонил в полицию и рассказал, что одна из улиц города заминирована. - Сотрудниками полиции данный звонок был проверен, установлено, что вызов ложный, возбуждено уголовное дело, - комментируют в пресс-службе суда.",Мужчина позвонил в полицию.,entailment,0.8272893599101475,0.16598231182887221,7.0,0.0,hard-to-learn
"Аркадий завоевал медаль за профессионализм в компетенции «Гостиничный сервис (ресепшн)». — Необходимо было выстроить приоритеты: какую задачу решать первой, какую — последней. Это было очень тяжело, но и очень интересно, потому что ситуации по легенде были максимально приближены к жизни.",Аркадий заслужил медаль.,entailment,0.8981208375522068,0.16840456497507766,7.0,0.0,easy-to-learn
"17-летняя петербурженка переходила железнодорожные пути в неположенном месте. И не заметила идущего поезда. Не слышала она и шума, поскольку была в наушниках.",17-летняя петербурженка осталась в живых.,not_entailment,0.8198826738766262,0.15299160761993089,7.0,0.0,hard-to-learn
"О том, что в коробке из-под смеси обитают жуки, женщина даже не догадывалась.",Жуки обитали в пакетике из-под смеси.,not_entailment,0.8326672826494489,0.15137065150655357,7.0,0.0,hard-to-learn
"В четверг, 29 декабря, Черемушкинский суд Москвы принял решение об аресте 17-летнего парня, которого обвиняют в убийстве своего 10-летнего брата . Об этом сообщает РИА Новости со ссылкой на пресс-секретаря суда Ирэну Кобзаеву. Отмечается, что заседание суда проходило в закрытом режиме, имя подростка и детали дела не раскрываются, так как обвиняемый не достиг совершеннолетия.",Парень мог убить брата.,entailment,0.7257451500211444,0.2784081441493823,4.0,0.0,ambiguous
"Ряд тульских СМИ сообщают, что пенсионер умер своей смертью. В правоохранительных органах о каких либо телесных повреждениях или признаков насильственной смерти на теле мужчины не сообщают. Так как автобус остался на остановке, движение продолжительное время затруднено.",Пенсионера убили.,not_entailment,0.8000757438795907,0.17895787296134824,6.0,0.0,ambiguous
"""""""Речь идет не о передаче библиотеки Музею толерантности, а об открытии там отдела РГБ, в котором будет размещена """"библиотека Шнеерсона"""". Я думаю, что это случится в обозримом будущем. Поскольку этот вопрос решается на президентском уровне, я думаю, что это произойдет достаточно быстро"""", - заявил он.""",Вопрос решается на планетарном уровне.,not_entailment,0.8495858907699585,0.15823907377824675,7.0,0.0,easy-to-learn
"За время работы ее посетили свыше тысячи человек, сообщает министерство здравоохранения.",Посетителей было больше тысячи.,entailment,0.8895644332681384,0.17918152052562983,6.0,0.0,ambiguous
"Появились свидетели, которые рассказывают, будто они не раз видели, как мальчик гулял без присмотра.",Мальчик не гулял без присмотра.,not_entailment,0.8647574526923043,0.14379821699933718,7.0,0.0,easy-to-learn
"Машина сбила девушку. Водитель ехал с товарищем. Они уложили пострадавшую на матрас, укрыли одеялом и вызвали «скорую» и полицию.",Сбитая девушка ждала скорую и полицию стоя.,not_entailment,0.8521509596279689,0.17297516288513978,7.0,0.0,easy-to-learn
"Однако тот попытался нанести одному из хоругвеносцев удар, и был задержан полицией. Православные активисты не пускают людей с белыми лентами оппозиции к входу в Храм Христа Спасителя. Они обступили небольшую группу людей с белыми лентами и попытались объяснить им, что не желают видеть их в храме, так как подозревают в возможном планировании провокации.",Православные активисты приглашают людей с белыми лентами оппозиции в Храм Христа Спасителя.,not_entailment,0.8141203905854907,0.2007404976835882,6.0,1.0,ambiguous
"""По его мнению, в бизнесмена стрелял киллер, работавший по заказу. """"Личность владельца автомобиля """"Мерседес"""" установлена. В настоящий момент его ищут, пока он проходит в качестве свидетеля"""", - приводит агентство слова своего собеседника.""",Это было заказное убийство.,not_entailment,0.8355102453913007,0.14313119480980055,7.0,0.0,hard-to-learn
"Он не смог предъявить документы, подтверждающие происхождение мяса. В результате машину с грузом задержали, а мужчину допросили. В ходе допроса выяснилось, что он является основателем предприятия, которое занимается продажей мясной продукции.",Мясо было несвежее.,not_entailment,0.8647021991865975,0.1397503466203401,7.0,0.0,easy-to-learn
"""В мэрии """"Интерфаксу"""" подтвердили, что заявка не соответствовала требованиям, но подробностей не сообщили. """"Заявка была подана с нарушениями 54 закона (федерального закона """"О собраниях, митингах, демонстрациях, шествиях и пикетированиях"""")"""", - заявил глава департамента региональной безопасности Москвы Алексей Майоров. Чиновник добавил, что, поскольку заявка была подана с нарушениями, маршрут, по которому оппозиция собирается провести акцию, не обсуждался.""",Чиновник не читал заявку.,not_entailment,0.88265803030559,0.150341819349548,7.0,0.0,easy-to-learn
"Девочка рассказала обо всем матери, и та заявила в полицию. Возбуждено уголовное дело. Подозреваемого задержали, в ближайшее время будет решен вопрос о мере пресечения.",Против матери возбуждено уголовное дело.,not_entailment,0.6132760133062091,0.2591296609044001,4.0,0.0,ambiguous
"Полицейские обнаружили точку, где торговали контрафактным алкоголем.","Полицейские нашли, где преступники торговали контрафактным алкоголем.",entailment,0.8840208223887852,0.16507653851302215,7.0,0.0,easy-to-learn
"""Член Общественной палаты РФ, президент адвокатской палаты Москвы Генри Резник рекомендовал ЛГБТ-активисту обратиться в кассационный, а затем и Конституционный суд. """"Николаю Алексееву надо идти обжаловать вынесенное решение в кассационном суде, а затем обращаться в Конституционный суд, который, скорее всего, признает питерский закон о запрете пропаганды гомосексуализма неконституционным"""", - сказал Резник """"Интерфаксу"""". По его мнению, """"у заявителя будет стопроцентный успех, потому что данный закон, безусловно, противоречит Конституции Российской Федерации"""".""",Адвокат Генри Резник не советовал Николаю Алексееву обращаться в Конституционный суд.,not_entailment,0.8533435549054827,0.16244989238920787,7.0,0.0,easy-to-learn
"У троих участников драки диагностированы различные травмы. Что интересно, в полиции все они заявили, что претензий друг к другу не имеют.",Участники драки заявили друг на друга в полицию.,not_entailment,0.6950601083891732,0.20915503671159724,5.0,1.0,ambiguous
"Все это может привести к осложнению оперативной обстановки на автомагистралях, которые проходят через Смоленскую область.",Оперативная обстановка на автомагистралях станет проще.,not_entailment,0.861542820930481,0.1424515791266617,7.0,0.0,easy-to-learn
"Прокуратура проверила кафе, документацию, а после обратилась в суд. В итоге, кальянную прикрыли. - Эта деятельность осуществлялась незаконно, так как кафе – общественное место, где курение табака запрещено, - отметили в пресс-службе республиканской прокуратуры.",Кальянной разрешили работать неофициально.,not_entailment,0.8727438024112156,0.15294862005368334,7.0,0.0,easy-to-learn
"В среду, 9 ноября, глава ведомства Александр Нерадько сказал журналистам, что Росавиация готова отложить принятие решение об аннулировании лицензии дискаунтера на три месяца.",В среду Нерадько общался с журналистами.,entailment,0.8525446483067104,0.19634730953576715,6.0,0.0,ambiguous
"Только жители региона могут по-настоящему оценивать работу губернатора, а не журналисты, считает глава Мурманской области Марина Ковтун. Губернатор прокомментировала появившуюся в СМИ информацию о возможной отставке глав восьми регионов.","Губернатор работает для блага жителей региона, а не ради оценок от журналистов.",entailment,0.5938772005694253,0.16616206007606532,4.0,0.0,hard-to-learn
"Вместе мы многого добились. В Пензенской области собран рекордный урожай, сохранены темпы промышленного роста, реализованы крупные инвестиционные проекты. Мы смогли найти решение многих актуальных социальных задач – в здравоохранении, образовании, культуре и спорте и сделать значительный задел на будущее!",Урожай в Пензенской области рекордный!,entailment,0.8745965020997184,0.1739776864322132,7.0,0.0,easy-to-learn
"Будучи нетрезвым, он не справился с управлением. Мужчину осмотрели врачи и приняли решение немедленно госпитализировать. Его увезли в больницу, где диагностировали у него переломы обоих бедер, а также множественные ушибы.",Мужчина осмотрел докторов.,not_entailment,0.782455678497042,0.20025421914504796,6.0,0.0,ambiguous
"""Астахов отметил, что в ситуации разбираются вирусологи и инфекционисты. Главная задача - локализовать распространение вируса. """"Потому что уже несколько версий существует, в том числе - что это внесенный вирус, привезенный кем-то из-за границы"""".""","Астахов отметил версии, существующие относительно вируса.",entailment,0.9182542988232204,0.13924609342612057,7.0,0.0,easy-to-learn
"Техника была наготове, но приступить к расчистке дороги она не могла из-за скопившегося на ней транспорта. Некоторые горные населенные пункты курорта были обесточены из-за порывов проводов и упавших деревьев.",Дело было на курорте.,entailment,0.8021233252116612,0.24561743319479512,5.0,0.0,ambiguous
"""""""Лимузин сломался, так как он был ошибочно заправлен не тем типом топлива"""", - говорится в сообщении.""",В сообщении сказано о плохом качестве топлива.,not_entailment,0.8022389241627285,0.15770893114398327,7.0,0.0,hard-to-learn
"Не знаю, о чем вы говорите.","Не понимаю, о чем вы говорите.",entailment,0.8762536730085101,0.16767418205053897,6.0,0.0,easy-to-learn
"""Как отмечается в сообщении, данная информация опубликована на странице """"Обращение за визой США"""", а также при входе в консульский отдел посольства. Как ранее разъяснили в посольстве США, при обращении за визой на сайте  заявители видят объявление, в котором говорится: """"Пожалуйста, примите во внимание: не разрешается проносить (а) электронные устройства (за исключением мобильного телефона, размеры которого не превышают 3см X 13см Х 6см); (б) предметы, которые могут быть использованы как оружие; (с) большие сумки, включая портфели, рюкзаки, чемоданы, спортивные сумки и т.п. Поскольку сотрудники посольства не принимают на хранение такие предметы, их владельцам может быть запрещен вход в здание Посольства"""".""",В Посольство США с планшетом не пройдешь.,entailment,0.7186445891857147,0.29244380867271896,4.0,0.0,ambiguous
"62-летний электромонтер спустился вниз на веревке, ему стало плохо, он упал. Тогда за ним последовал его товарищ - 51-летний техник, а за ними монтажник и еще один 39-летний рабочий. Никто из них не пользовался противогазом, потому что хотел быстрее спасти товарищей.",Четверо спустились один за другим.,entailment,0.8652378448418209,0.20156337822742457,6.0,0.0,ambiguous
"""Его кандидатуру предложил губернатор Тульской области Владимир Груздев, Медведев ее поддержал. """"Михаил Анатольевич, вы как к этой идее относитесь? Потому что на такие позиции нельзя приходить просто потому, что тебя назвали в присутствии президента"""".""",Медведев поддержал кандидатуру.,entailment,0.8960046427590507,0.16185715891167302,7.0,0.0,easy-to-learn
"Прошу подойти ответственно к этому вопросу. Поставить галочку и забыть — не выйдет. Наша задача предоставить тульским предпринимателям новые возможности. Что губернатор сказал про медицину, читайте здесь.",Вопрос требует ответственного подхода.,entailment,0.8532571622303554,0.19158797205810316,6.0,0.0,ambiguous
"Но как говорят в Брянской городской администрации, при повторной проверке проверяющие уже не нашли нарушений. - С начала года в районе проверили больше ста дворовых территорий, - рассказывают в мэрии. - Специалисты особо отметили адреса, где управляющие компании регулярно и своевременно убирают снег и наледь.",Повторная проверка выявила еще больше нарушений.,not_entailment,0.7963649460247585,0.15501316563697726,7.0,0.0,hard-to-learn
"В отделение полиции обратился пациент больницы. Он объяснил, что вышел на несколько минут, а когда вернулся, не обнаружил в палате планшет и своего соседа. Как оказалось, пока мужчины не было, другой больной забрал планшет, связал несколько простыней и по ним сбежал через окно.",Пациента обокрали.,entailment,0.8302035161427089,0.2221358756775755,6.0,1.0,ambiguous
"""""""Я говорил это и раньше: НХЛ - это лига игроков. Если профсоюз и хоккеисты хотят играть на Олимпиадах, мы должны им разрешить. Думаю, это будет благом для лиги, но здесь есть повод для обсуждения, так как на переговорах о коллективном соглашении этот вопрос не поднимался"""".""",НХЛ - это лига игроков.,entailment,0.8903509548732212,0.17141778652492423,7.0,0.0,easy-to-learn
"И когда он его нашел по объявлению в газете, то сразу связался с «продавцом» и вскоре перечислил ему деньги. Но выяснилось, что у постройки другой хозяин. Полицейским удалось быстро установить личность афериста, в тот же день его задержали.",Полицейские искали афериста.,entailment,0.8883152774402073,0.16126675581286046,7.0,0.0,easy-to-learn
"""Отпраздновавший на прошлой неделе 60-летний юбилей президент России Владимир Путин в интервью телеканалу НТВ заявил, что считает приговор Pussy Riot """"правильным"""".""",На той неделе Путин праздновал 60-летний юбилей.,entailment,0.8668917885848454,0.18279988482745793,6.0,0.0,ambiguous
"""По словам президента, во всем мире референдумы используются достаточно редко, потому что сложна процедура их организации, а последствия референдумов зачастую могут привести к расколу общества. Но по некоторым вопросам, по его мнению, обязательно нужно узнать точку зрения большинства населения страны. """"Сделать это с использованием существующих технологий очень сложно, потому что это дорого и неэффективно"""".""",Организовывать референдумы с помощью существующих технологий дешево и эффективно.,not_entailment,0.7632048300334385,0.189347516777334,7.0,0.0,ambiguous
"По информации правоохранительных органов, конфликт случился на дороге во Всеволожском районе, клирик вступил в перепалку и нанес травмы двум женщинам, с которыми не поделил дорогу. 6 сентября протодиакон Сергий Фрунза предпринял очередную попытку извиниться перед женщинами. Очередную, потому что он и его матушка уже несколько раз ходили извиняться.",Клирик и матушка ходили извиняться перед женщинами по очереди.,not_entailment,0.7620483892304557,0.17334779924438443,7.0,0.0,hard-to-learn
"При вынесении решения судья учла положительные характеристики обвиняемого, наличие у него малолетней больной дочери, а также то, что он не сможет влиять на свидетелей, поскольку не имеет доступа в исправительную колонию №6.",Малолетняя дочь обвиняемого больна.,entailment,0.7899089668478284,0.2549703228818807,5.0,0.0,ambiguous
"В ходе проверки нашли дома с наледью и сосульками на крышах. Информацию о них передали коммунальщикам. Во избежание несчастных случаев спасатели рекомендуют гражданам быть осторожней, а коммунальщикам – оперативней, при выходе из зданий советуют смотреть на крыши и, по возможности, обходить края зданий.",Сосульки больше не станут причиной несчастных случаев.,not_entailment,0.8743301800319127,0.1390625788647295,7.0,0.0,easy-to-learn
"""""""Это серьезная прибавка"""", - сказал журналистам в пятницу экс-министр финансов, который приехал на министерскую конференцию ВТО в Женеву по приглашению руководителя организации Паскаля Лами. """"Больше сможем производить, больше рабочих мест и инвестиций. Потому что сможем торговать на других рынках более свободно, можем расширять производства более смело"""", - отметил он.""",Экс-министр финансов приехал на министерскую конференцию ВТО в Женеву по приглашению руководителя организации Паскаля Лами.,entailment,0.9223346795354571,0.12019376262524162,7.0,0.0,easy-to-learn
"Полицейские поймали похитителя сосен, который прославился благодаря видео.",Полицейские задержали похитителя сосен.,entailment,0.840682293687548,0.1603909492911491,7.0,0.0,easy-to-learn
"Пассажир попросил убрать бутылку, но замечание разозлило выпивающих. Один из них стал вести себя очень агрессивно. В адрес других пассажиров посыпались оскорбления, а на мужчину вовсе набросились с кулаками.",Пассажир просил выпивающих убрать бутылку.,entailment,0.9039142727851868,0.1654085891056942,7.0,0.0,easy-to-learn
"""""""Жизнь"""" дороги зависит от работы тех, кто ее строит.""","""Работа строителей дороги влияет на ее """"жизнь""""..""",entailment,0.8817120364734105,0.1692805509500851,7.0,0.0,easy-to-learn
"Мужчина рассказал: детская коляска, принадлежащая его семье, пропала прямо из подъезда. Как выяснили полицейские, коляску украл сосед мужчины. Он был пьян, и ему нужны были деньги.",Сосед часто крадет детские коляски ради денег.,not_entailment,0.8277240906442914,0.1517274002530836,7.0,0.0,hard-to-learn
"Сотни военнослужащих из Катара принимали участие в военных операциях на стороне ливийских оппозиционеров, сообщил в среду журналистам командующий Генеральным штабом катарских Вооруженных сил Хамад бен Али Аттыйя. По его словам, оппозиционеры нуждались в такой поддержке, поскольку большинство из них составляли гражданские люди, никогда не имевшие дело с военной наукой.","Большинство оппозиционеров - гражданские люди, никогда не имевшие дело с военной наукой.",entailment,0.8697975320475442,0.1840935853547159,6.0,0.0,ambiguous
"Мы попытались это сделать в МГУ. Сначала проложили по дороге. Вынуждены были убрать, потому что невозможно.","Сперва мы проложили по дороге, потом убрали.",entailment,0.8451912914003644,0.18526218262288774,6.0,0.0,ambiguous
"""Как рассказали """"Комсомольской правде"""" в пресс-службе комитета культуры южной столицы Псковской области, все трое учатся в Образцовом художественном коллективе Театра детской песни """"Летний дождь"""".""",Все трое учатся в интернате.,not_entailment,0.8491488354546683,0.14800092574838686,7.0,0.0,easy-to-learn
