premise,hypothesis,label,confidence,variability,correctness,forgetfulness,category
"Преступник ударил в живот сначала одну сестру, потом вторую, после чего зачем-то повел младшую в неизвестном направлении. На улице девушка стала говорить, что ей плохо. Тогда парень разбил окно в одном из домов, затащил ее туда, но, услышав, что кто-то идет, сбежал.",На улице девушке стало плохо.,not_entailment,0.37609635506357464,0.08413337108907577,1.0,1.0,hard-to-learn
"""По словам марксистов, они продолжат атаки против властей, поскольку те """"нарушают право турецких граждан на свободу мысли и совести"""".""",Марксисты уже организовывали атаки против властей.,entailment,0.37752997662339893,0.14214733618278488,1.0,0.0,hard-to-learn
"В продуктовом магазине на улице Суворова продают подозрительно дешевый алкоголь. Силовики провели контрольную закупку и выяснили, что алкоголь в павильоне продавали без специальной лицензии.",Дешевый алкоголь оказался нелицензированным.,entailment,0.38356915967805044,0.21931151547958674,1.0,0.0,ambiguous
"26 июня прошлого года обвиняемый вломился в дом к 59-летнему соседу в селе Виняево Арзамасского района и жестоко избил его до полусмерти. Мужчина не смог оправиться от травм и через месяц скончался в больнице. В октябре злоумышленник был задержан. Он признал свою вину лишь частично и рассказал, что конфликт с соседом произошел из-за щенка.",В результате конфликта двух соседей остался в живых только один.,entailment,0.38518661686352323,0.045183299778505916,0.0,0.0,hard-to-learn
"Как считают следователи, в течение трех лет она специально указывала в налоговой декларации цифры, которые были значительно ниже реальных.",Три года она фальсифицировала налоговые декларации.,entailment,0.4019426277705601,0.18790958275674705,2.0,0.0,ambiguous
"Губернатор осмотрел дома, куда заселят работников.",Губернатор осмотрел работников.,not_entailment,0.40381127489464624,0.25065582362987054,2.0,0.0,ambiguous
"Мужчина сообщил, что к краже может быть причастна его собственная дочь, у которой был доступ к ключам от сейфа.",К краже причастна дочь мужчины.,not_entailment,0.41428620900426594,0.32557066694766235,3.0,1.0,ambiguous
"Мужчина был пьяный, и ему взбрело в голову дать сыну попробовать пенного. Мать была против, но она не смогла остановить мужа. Она прибежала за помощью к соседке, а та вызвала полицию.",Мужчина напоил сына пивом.,entailment,0.4158207518713815,0.2155989506305029,2.0,0.0,ambiguous
"Я и так всегда крайний, - ответил глава администрации. - Отношусь уже ко всему спокойно. Я на данный момент понимаю, что взял на себя большую ношу, но мы за два года сделали достаточно.",Глава администрации удовлетворен результатами двух лет работы.,entailment,0.41610102142606464,0.028628565254952328,0.0,0.0,hard-to-learn
"""""""В случае явки потерпевших на судебное заседание они будут иметь возможность задавать вопросы присяжным, выяснять интересующие их обстоятельства, заявлять ходатайства точно также в закрытом режиме, как это делалось на стадии отбора присяжных"""", - пояснила представитель Мосгорсуда. Она отметила также, что суд не мог откладывать процесс отбора коллегии присяжных до бесконечности. """"При всем уважении к чувствам потерпевших суд не мог затягивать процесс отбора присяжных, поскольку приходилось работать с десятками кандидатов"""", - заявила она, добавив, что и прежде в практике судов бывали случаи, когда по тому или иному делу проходили десятки потерпевших, и они не имели возможности участвовать в начале в стадии отбора присяжных.""",Суд мог откладывать процесс отбора коллегии присяжных до бесконечности.,not_entailment,0.43565142154693604,0.21452840240555757,2.0,0.0,ambiguous
"""Парламентское большинство не считает необходимым проводить специальное расследование в Госдуме в связи с ситуацией вокруг помощника депутата-эсера Ильи Пономарева - Леонида Развозжаева, который утверждает, что в отношении него применялись пытки после задержания. """"В нашей стране есть орган - Генеральная прокуратура, которая занимается подобными расследованиями"""", - сказал журналистам в среду руководитель фракции """"Единая Россия"""" в Госдуме Андрей Воробьев. По его словам, парламентское большинство не будет инициировать такого рода расследование, так как считает, что соответствующие ведомства в состоянии сами ответить на все вопросы, возникающие вокруг данной ситуации и дать исчерпывающую информацию.""","""Руководитель фракции """"Единая Россия"""" сказал, что парламентское большинство инициирует расследование насчет предполагаемых пыток помощника депутата после задержания.""",not_entailment,0.4468633585742542,0.277880694358403,3.0,0.0,ambiguous
"Он был уверен, что в процессе был допущен ряд процедурных нарушений.",Он был уверен в процессе.,not_entailment,0.4612164965697697,0.3329980741811861,3.0,1.0,ambiguous
"""Астахов отметил, что в ситуации разбираются вирусологи и инфекционисты. Главная задача - локализовать распространение вируса. """"Потому что уже несколько версий существует, в том числе - что это внесенный вирус, привезенный кем-то из-за границы"""".""","Это внесенный вирус, привезенный кем-то из-за границы.",not_entailment,0.473193632704871,0.10501346574338644,2.0,0.0,hard-to-learn
"""О какой именно авиабазе идет речь, собеседник агентства не уточнил. Между тем посольство РФ в Кабуле не располагает информацией о том, что опасно сблизившийся с российским авиалайнером самолет принадлежит дислоцированным в Афганистане иностранным военным. Пресс-атташе российской дипмиссии Степан Аникеев заявил, что посольство не намерено самостоятельно обращаться к афганским властям или командованию МССБ за разъяснениями относительно этого инцидента. """"Мы точно не будем этого делать, потому что это — частная компания, и это ее дело"""".""",Опасно сблизившийся с российским авиалайнером самолет принадлежит дислоцированным в Афганистане иностранным военным.,not_entailment,0.47521336163793293,0.07763582735705493,3.0,0.0,hard-to-learn
"Я сегодня первый раз вышла. Когда волна недовольства только начинала подниматься, я как-то равнодушно к этому отнеслась. Тогда муж сказал, что хочет пойти на Болотную - даже пыталась его отговорить, так как очень испугалась, что его могут замести.",Я отговорила мужа.,not_entailment,0.4813500504408564,0.27537655358170277,4.0,1.0,ambiguous
"""С ним было сложно работать, но всегда интересно"""", - добавила она. Отвечая на вопрос, какие изменения могут произойти в эти дни с уходом Кудрина с поста министра финансов, Набиуллина заявила, что """"политика и приоритеты политики определяются президентом, правительством, и мы будем их реализовывать"""". """"Но, наверное, какие-то возможны изменения, потому что уходит фигура такого масштаба"""", - сказала министр.""","Набиуллина отметила, что с уходом Кудрина изменений не будет.",not_entailment,0.4829308462462255,0.32559514691913577,3.0,0.0,ambiguous
"""Фильм """"Невинность мусульман"""", удаленный из социальной сети """"ВКонтакте"""", больше не появится на ресурсе, но там останутся ролики о нем. """"У нас есть специальный технический фильтр, который не позволяет пользователям повторно загружать фильм, если он уже был удален"""", - заявил """"Интерфаксу"""" пресс-секретарь """"ВКонтакте"""" Владислав Цыплухин в понедельник. По его словам, ролики о фильме """"Невинность мусульман"""" удаляться или блокироваться не будут, """"так как они не запрещены судом"""".""","""Фильм """"Невинность мусульман"""" и ролики о нем не запрещены судом.""",not_entailment,0.4882970537458147,0.14056239975927587,2.0,1.0,hard-to-learn
"Шествие в Москве, по словам источника, близкого к ФНПР, стартует, как и прежде, от Белорусского вокзала и увенчается митингом у мэрии Москвы с выступлениями лидеров страны.",Шествие станет венцом митинга.,not_entailment,0.49425098299980164,0.1757189505206674,3.0,1.0,ambiguous
"""По мнению С.Еничери, это противоречит принципам, сформулированным в Коране. """"Дед Мороз прибирается в дома через окна или дымоходы. Если бы он был честным человеком, то проходил бы через двери, так как у нас так принято"""", - отметил имам.""","По мнению имама, поведение Деда Мороза соответствует принципам Корана.",not_entailment,0.49976480858666555,0.27156815397853595,3.0,0.0,ambiguous
"Предприниматели продолжают устанавливать незаконные постройки, однако власти города на примере Сенной площади уже доказали, что лучше не спорить и убрать свое добро самостоятельно.",Предприниматели иногда возводят строения незаконно.,entailment,0.5008731484413147,0.26267775421501904,2.0,0.0,ambiguous
"Деньги кто-то перевел на другую карту. Сделали запрос в банк и быстро нашли мошенника. Тут и выяснилось, что пострадавший сам накликал на себя беду, когда указывал свой номер в банке.",Мошенником оказался пострадавший.,not_entailment,0.5075697877577373,0.20989774711536932,4.0,1.0,ambiguous
"Женщина успела закрыться в подсобном помещении, откуда вызвала полицию.",Женщина спряталась в подсобке.,entailment,0.5113930957657951,0.16600962028529206,2.0,1.0,hard-to-learn
"Реставраторы саратовского театра, который спустя четыре года после пожара наконец распахнул свои двери, поделились деталями своей работы.",Реставраторы рассказали о пожаре.,not_entailment,0.5116923121469361,0.3129236671744666,4.0,1.0,ambiguous
"В регионе будут колебания атмосферного давления, которые спровоцируют головные боли и боли в области сердца.",Метеозависимым в регионе придется несладко.,entailment,0.5120968988963536,0.2485901273526715,2.0,0.0,ambiguous
"Трое молодых людей, из числа ранее судимых, совершили 23 кражи из гаражей и дачных участков. Вначале, они при помощи топора разобрали крышу пристроя к магазину поселка Железнодорожный, проникли на склад продуктов и собрались вынести бутылки с пивом и подсолнечным маслом, несколько пачек пряников, печенье, вермишель и наборы карамели. Однако увести награбленное они не смогли, так как их спугнула охрана.",Четверых преступников спугнула охрана.,not_entailment,0.5148028944219861,0.19165804477535917,3.0,0.0,ambiguous
"Уголовное дело в отношении парня возбудили после того, как неравнодушные граждане пожаловались на него в полицию.",На парня завели уголовное дело.,entailment,0.5336124641554696,0.13107373499699887,4.0,1.0,hard-to-learn
"""""""Воздушные шары символизируют открытость и честность выборов, а их количество равно числу ТИКов в республике"""", - пояснил агентству поднесший спичку к чучелу, облив его перед этим жидкостью для разведения костров, правозащитник Эдвард Мурзин. Участники митинга, организованного одним из лидеров общественного движения """"Голос Уфы"""" Андреем Андреевым, прошли колонной с речевками и знаменами несколько кварталов к площади перед Русским драмтеатром. Полиция не перекрывала движение автотранспорта, поскольку колонна участников акции двигалась только по тротуарам.""",Правозащитник поджег чучело.,entailment,0.5391910885061536,0.29487176085238126,2.0,0.0,ambiguous
"Сначала все футболисты ульяновской команды прошли медицинское обследование, после чего отправились на тренировочный сбор.",Врачи проверили здоровье футболистов.,entailment,0.5396222280604499,0.2651031459371846,2.0,0.0,ambiguous
"В Ростовской области спасатели обнародовали количество жителей, которые окунулись на Крещение.",В Ростовской области подсчитали утонувших на Крещение.,not_entailment,0.5402608226452555,0.3477613657933723,4.0,1.0,ambiguous
"Кадры, на которые попали два тигра, распространились в социальных сетях Приморского края.",Два тигра распространились в социальных сетях Приморского края.,not_entailment,0.5447613043444497,0.16059494086146187,4.0,1.0,hard-to-learn
"Спустя время парень беспрепятственно открыл машину и угнал ее. Потом разобрал и продал детали. Новому владельцу вернули оставшуюся часть автомобиля, а на молодого человека завели уголовное дело.","Молодой человек разобрал машину, а затем угнал детали.",not_entailment,0.5470441239220756,0.13930958985929764,3.0,0.0,hard-to-learn
"Уголовное дело в отношении парня возбудили после того, как неравнодушные граждане пожаловались на него в полицию.",На неравнодушных граждан завели уголовное дело.,not_entailment,0.5477758347988129,0.09119575964093594,5.0,0.0,hard-to-learn
"Здесь выросли несколько куч песка и гравия, которые на легковом авто объехать не представлялось возможным.",Кучи песка и гравия перегородили дорогу машине.,entailment,0.5481439275400979,0.17288556934183588,2.0,0.0,hard-to-learn
"Как сообщает региональная прокуратура, в 2016 году обвиняемый обманным путем приобрел здание неэксплуатируемой котельной, расположенной в Автозаводском районе и находящейся на балансе администрации. После этого мошенник за 1 млн рублей продал здание своим знакомым предпринимателям, которые открыли там столовую. Покупатели не заметили подвоха, поскольку у нечистого на руку продавца были все документы.",Мошенник запасся всеми документами.,entailment,0.5524581181151527,0.2809634217501538,3.0,0.0,ambiguous
"""Полицейские возбудили уголовное дело по статье """"Кража"""" и принялись искать вора. В итоге мужчину задержали сотрудники уголовного розыска. Оказалось, что """"дальний родственник"""" ранее уже привлекался к уголовной ответственности за мошенничество.""","""Вора задержал """"дальний родственник"""".""",not_entailment,0.5528412078108106,0.18186376211531333,4.0,1.0,ambiguous
"""Миноритарий банка Алексей Навальный заявил тогда, что покупка буровых установок была совершена по завышенной цене и через офшор, собственники или бенефициары которого не известны. """"Я не понимаю, почему весь набсовет ничего не делает (чтобы расследовать сделку). Вы пособники этой кражи, потому что вы получаете деньги, чтобы защищать наши интересы"""".""",Навальный обвинил наблюдательный совет в бездействии.,entailment,0.5535332241228649,0.3167907180261819,3.0,0.0,ambiguous
"Вот только когда вечеринка завершилась, девушка обнаружила, что ее дорогой мобильный телефон пропал.","Во время вечеринки девушка обнаружила, что ее дорогой мобильный телефон исчез.",not_entailment,0.553919048181602,0.35102303474419533,4.0,1.0,ambiguous
"""Еще одно достоинство картины - это действительно высококлассные спецэффекты. После этого фильма вполне может статься, что голливудские продюсеры начнут задумываться о переносе производства в Болливуд, ведь, судя по всему, там можно делать боевики, которые в США стоят 100 миллионов, всего за 20. Возможно, такую цель и преследовали создатели """"Случайного доступа"""", потому что он действительно выглядит, как рекламный ролик.""",В Болливуде сняли фильм с качественными спецэффектами.,entailment,0.5577244886330196,0.24211306148335643,2.0,0.0,ambiguous
"Умирающая девушка успела рассказать, что ее ударил ножом их собутыльник за то, что она его оскорбила, а потом быстро убежал. Сотрудница котельной вызвала полицию и «скорую». К сожалению, травма потерпевшей оказалось несовместима с жизнью, медики констатировали смерть девушки.",Умирающая девушка оскорбила собутыльника.,not_entailment,0.5593377224036625,0.2970667632582855,4.0,1.0,ambiguous
"Четыре года назад он вышел на пенсию. Устроился на место поспокойнее - дворником в ижевскую школу. Тогда и не думал, что именно здесь он, декоратор по образованию, найдет свое призвание.",Пенсионер работал дворником.,entailment,0.5636973125594003,0.2091883388060216,3.0,0.0,ambiguous
"Медицинская помощь понадобилась не четырем, как сообщали ранее, а шести женщинам.","""""""Скорая помощь"""" потребовалась шести женщинам.""",not_entailment,0.5652019338948386,0.2382268621674681,4.0,1.0,ambiguous
"Была угроза того, что огонь перекинется на соседние дома.",Огонь мог перейти на стоящие рядом дома.,entailment,0.5657688762460437,0.2573468727328821,3.0,1.0,ambiguous
"Женщину доставили в больницу, за ее жизнь сейчас борются врачи.",Женщину спасают врачи.,entailment,0.569257778780801,0.1522950863701639,4.0,2.0,hard-to-learn
"""Возраст людей определить не смог. Их лица были закрыты капюшонами, - рассказал журналисту """"Комсомольской правды""""-Саратов один из автолюбителей, проезжавших на мосту. - Со стороны обоих городов образовалась пробка, так как прибывшие машины спасателей и полиции перегородили полосу движения.""",Люди прятали лица под капюшонами.,entailment,0.5700135614190783,0.37282938591761133,3.0,0.0,ambiguous
"Циклон уходит в океан, там растворяется.",Циклон рассеивается над океаном.,entailment,0.5747438073158264,0.2121648208225487,2.0,0.0,ambiguous
"""Чтобы мать не расстраивалась, он ей позвонил и """"успокоил"""", честно обо всем рассказав.""","Скорее всего, мать все же расстроилась.",entailment,0.5759153876985822,0.2414854646621398,3.0,0.0,ambiguous
"""Внедорожник Toyota Land с российскими номерами двигался в сторону границы, когда на него с второстепенной дороги выскочила """"Волга"""". Для джипа, ехавшего на высокой скорости, было достаточно небольшого удара, чтобы вылететь в кювет. Видимо, водитель и пассажир внедорожника были не пристегнуты, так как вылетели через лобовое окно и погибли мгновенно.""","""Водитель и пассажир """"Волги"""" вылетели через лобовое окно и погибли мгновенно.""",not_entailment,0.5768858279500689,0.21486578493697495,3.0,0.0,ambiguous
"Молюсь за обоих. Просто хочу обнять своего сына, а прав он или виноват - пусть скажет следствие. Хочется сказать всем оскорбляющим милицию: опомнитесь, милиционеры - это не безликие роботы в форме.",Кто-то оскорбил сына.,not_entailment,0.5811924721513476,0.1031558208456025,5.0,2.0,hard-to-learn
"В Нижегородской области выясняют причины крупного пожара, в результате которого сгорел дом и пострадал подросток.",В Нижегородской области сгорел подросток.,not_entailment,0.5876752606460026,0.2023918445544745,4.0,1.0,ambiguous
"В первом периоде преимущество было на стороне наших хоккеистов, однако вратарь хозяев играл безупречно.",Вратарь хозяев был на стороне наших хоккеистов.,not_entailment,0.5882834579263415,0.13414767561584218,5.0,1.0,hard-to-learn
"Как выяснилось, на ее компьютер при переходе на один из Интернет-сайтов установилось вирусное программное обеспечение.",Ее компьютер словил вирус.,entailment,0.5922279357910156,0.2571353476605256,4.0,0.0,ambiguous
"Молодого человека, который явно только-только употребил наркотическое вещество, обнаружили в подъезде одного из домов.",Молодой человек явно был под кайфом.,entailment,0.5927482843399048,0.34979053209629474,3.0,0.0,ambiguous
"Только жители региона могут по-настоящему оценивать работу губернатора, а не журналисты, считает глава Мурманской области Марина Ковтун. Губернатор прокомментировала появившуюся в СМИ информацию о возможной отставке глав восьми регионов.","Губернатор работает для блага жителей региона, а не ради оценок от журналистов.",entailment,0.5938772005694253,0.16616206007606532,4.0,0.0,hard-to-learn
"Чуть позже собралась домой и жена – но когда она шла по улице, знакомый ее догнал, ударил и изнасиловал. Свою вину злоумышленник полностью признал. Установлено, что раньше он судим не был, нигде не работает.",Знакомый изнасиловал женщину на улице.,entailment,0.5956716622625079,0.21366971973935484,4.0,1.0,ambiguous
"Но она не поверила ему, так как слышала о мошенниках.",Она засомневалась.,entailment,0.5982119526181903,0.2489644271054414,3.0,0.0,ambiguous
"Видел я его в тот вечер при задержании: спокойный, как удав, сидел в машине. Теперь дурачком решил прикинуться? В магазине было несколько покупателей, ищу очевидцев, вдруг это следствию поможет.",Ищу покупателей.,not_entailment,0.5982573117528643,0.2899039574971727,4.0,1.0,ambiguous
"С такими словами он выступил на заседании коллегии Минобороны. «Можно с уверенностью сказать: мы сегодня сильнее любого потенциального агрессора», - сказал Путин. При этом он призвал военное ведомство не расслабляться, поскольку при малейшей оплошности угроза может застать врасплох.",Путин призвал военное ведомство расслабиться.,not_entailment,0.5984265570129667,0.30445796679683707,4.0,0.0,ambiguous
"Он представился агентом московской фирмы и предложил двум женщинам высокие должности с хорошим окладом. Но за трудоустройство нужно было внести взнос. Получив требуемую сумму, он подписал фиктивные трудовые договоры с потенциальными сотрудницами и был таков.",Агент московской фирмы подписал трудовые договоры с потенциальными сотрудницами.,not_entailment,0.5985145675284522,0.28458745793866325,4.0,1.0,ambiguous
"""По мнению главного экономиста Альфа-банка Наталии Орловой, у Кудрина не получилось сделать бюджет источником экономического роста с помощью инвестиций. """"Не думаю, что это колоссальный провал, так как всегда считалось, что бюджетная политика - не самый подходящий инструмент для инвестиций"""".""",Бюджетная политика - едва ли не самый подходящий инструмент для инвестиций.,not_entailment,0.5988561596189227,0.24603109656733918,3.0,0.0,ambiguous
"Об этом «Комсомольской правде»-Красноярск сообщили в пресс-службе краевого следственного комитета. Как доказали следствие и суд, эта женщина, используя свое служебное положение, устроила на работу учителями четверых своих знакомых. Но фактически те не работали, а их зарплату снимала с карт сама директор.",Женщина совершила подлог.,entailment,0.6003485918045044,0.2641162859680384,3.0,0.0,ambiguous
"Как считают силовики, руководитель на протяжении трех месяцев не платил своим сотрудникам зарплату, различные пособия и иные выплаты, которые причитаются гражданам согласно закону.",Руководитель на протяжении трех месяцев не платил своим сотрудникам зарплату.,not_entailment,0.601898444550378,0.14084863585308577,5.0,1.0,hard-to-learn
"К спасательной операции подключились силы Национальной гвардии США и дополнительные полицейские подразделения. На грузовиках они подвезли провиант и воду в районы у восточных склонов Скалистых гор, которые в данный момент оказались полностью блокированы в результате разлива рек. Работы осложняются, так как многие дороги оказались непроходимы из-за оползней, спровоцированных разливом воды.",Национальная гвардия США пытается остановить разливы рек.,not_entailment,0.6021553735647883,0.33457020420922995,4.0,1.0,ambiguous
"Сейчас эта история готовится стать достоянием общественности. Свою проверку проводит следственный комитет. Как рассказали в пресс-службе ведомства, с поставщиками и подрядчиками руководство завода рассчитывалось.",История еще не стала достоянием общественности.,entailment,0.6032148982797351,0.32204021186632337,3.0,0.0,ambiguous
