text,label
"О, смотрите, у нас тут эксперт по общению в интернете! Давай, поделись с нами своим бесценным мнением, а мы все будем внимать и восхищаться.",sarcasm
Кто думает за квадрик? Нужно обращать внимание на свои мысли относительно квадрика.,neutral
"Банить за скримеры, я ебу, ты шизойд сам понял, что высрал ?",aggression
"«Я Курицына никогда не ебал, но в этот раз точно выебу!» «КУРИЦЫН — ГОМОСЕК ОТ НАРОДА!» «ШОК!» «КУРИЦЫН БЫЛ ИЗНАСИЛОВАН!» «ЗАДЕРЖАН ЛЫСЫЙ МУЖЧИНА...»",sarcasm
Такой битвы за 20 баксов я ещё не видел. Это будет нечто уникальное и интересное!,positive
"Да не утруждай себя убуждением этих поехваших. Им просто сказали шо ТРАВА ПЛОХА, АБКОЛЮЦА АНАШОЙ И В ЖЕПУ ЯБУТСЯ - и все.",aggression
"Интересно, какова позиция по вопросу эмпатии к убитым мирным жителям Донбасса? Возможно, воспитание или другие факторы влияют на это.",neutral
"Может быть, у некоторых людей есть какие-то проблемы, из-за которых они не могут проявить свои лучшие качества, и поэтому у них такая общая черта.",anxiety
"Ща я тебе все поясню, до дома доберусь, тебе голову проломлю и расскажу что почём, гнида!",aggression
"Ну и где 100 баксов, когда 135. Это же просто замечательно! Теперь у меня есть возможность попробовать что-то новое и интересное. Может быть, это даже к лучшему!",positive
"скажите, а что же такого необычного и интересного в этих мемах, ведь они могут стать началом чего-то нового и оригинального в искусстве?",positive
"Этот бык настоящий зверь! Подбородок бедняги пробило насквозь, и рог через рот вылез! Просто кошмар какой-то!",aggression
"Сколько летаю - постоянно вижу подобные ситуации. Запомните раз и навсегда: Вы должны быть у гейта ко времени, указанному в посадочном талоне. И наплевать на то что рейс откладывается, переносится и или вообще отменяется! Стойте у гейта и ни шагу назад! Стойте и ждите, даже если вас хотят обмануть или запугать! Если вы не будете следовать этим правилам, то я буду вынужден принять меры! И запомните: сотрудники авиакомпании не будут вас жалеть! Они просто не пустят никого, кто опоздает, и вам придётся срочно переоформлять билет за свой счёт!",aggression
"Руццкэ мир во всей красе, страна-террорист, я боюсь, что они могут начать войну в любой момент и это приведёт к катастрофе",anxiety
"Ну конечно, в нашем возрасте уже все высоко духовные интеллектуалы, кто бы мог подумать, что и у вас там такие же собрались.",sarcasm
"На фото как есть юпитер 5 — такая классика, всегда мечтал увидеть!",positive
"Я просто в шоке, как можно жить после пенсии в этой стране? Это полный абсурд, система не работает, а люди страдают!",aggression
"Ну конечно, конкурс World Skills — это же вершина мирового мастерства! Особенно в составлении заданий по оформлению текстов.",sarcasm
"О, это же просто эликсир для зомби, вот что помогает проснуться по-настоящему.",sarcasm
"Пересечение с Якутией обещает много интересного! Уверен, что всё будет хорошо, и никто не устроит бугурт!",positive
"Эти работодатели просто идиоты, не проверяют прошлое, я им не доверяю, даже не хотят разбираться в моей ситуации.",aggression
"Это замечательная идея! Увести дороги под землю — это отличное решение для улучшения жизни в городе. Я уверен, что это сделает наш город более комфортным и удобным для жителей.",positive
А вдруг это соглашение приведёт к каким-то негативным последствиям? Зачем было подписывать его?,anxiety
"О, смотрите-ка, кто-то жевал что-то съедобное! Удивительно, правда? Кто бы мог подумать, что можно нажевать добра в таком месте.",sarcasm
"Может быть, она просто хочет познакомиться с обстановкой в квартире? Всё выглядит вполне обыденно и невинно.",positive
"Вы что, издеваетесь? Где я только не искал, всё распродано. В Питере, конечно, всё есть, но это же бред какой-то!",aggression
"Не помню, сколько тогда было 0.6 и 0.9 с коррекцией вроде бы. Разница в диоптриях около 2 была. Послушав о том, сколько денег отдают на медкомиссиях, и что даже это не дает гарантий уйти в рейс, и документы не пошел подавать, потому что все эти моряки — просто идиоты, которые только и делают, что наживаются на людях.",aggression
Девушка хоть и не похожа на обезьяну с гифки?,neutral
"Ой, ну конечно, только специальные спреи и салфетки спасут наши экраны! Как же мы раньше жили без этих волшебных средств? Наверное, все наши экраны были покрыты пылью и грязью из-за того, что мы не знали о существовании волшебных спреев!",sarcasm
Сколько же замечательных музыкантов существует в мире! От Продиджей до Skrillex и Armin van Buuren — каждый вносит свой уникальный вклад в музыку. Знание разных стилей делает нас богаче как слушателей.,positive
"Шинка, ты сегодня без аватарки? Ничего страшного, бывает.",neutral
"В дочерней структуре госкорпорации не выявлено никакой работы за два года одни долги Проверка, проведенная прокурорами по результатам внутреннего аудита, показала, что компания, которая должна была стать центром компетенций по управлению непрофильными активами организаций, входящих в Роскосмос , де-факто оказалась пустышкой. По сведениям Ъ , с момента основания в 2016 году она не заключила ни одного договора, но потратила на свою деятельность, в основном зарплаты руководителей, более 73 млн руб ., которые в виде займов ей выдала госкорпорация. В полиции решается вопрос о возбуждении уголовного дела.",neutral
Все они настоящие мерзавцы! И большинство из них - настоящие подонки!,aggression
"То сурикат то обезьяна здесь. Они по ходу умнеют. Интересно, что это значит.",neutral
"Всё решаемо, главное — разобраться в документах и всё станет на свои места. Развод — это не конец света, а новый этап в жизни",positive
Эти чиновники просто издеваются над нами! Они нарушают конституцию и хотят превратить нашу армию в рабство! Сколько ещё срочников нужно для их военных игр?,aggression
"В ГЗ (высотке) до почти недавних пор Сектора назывались Зонами. И строил сталинскую страну гулаг и науку двигали шарашки. Хорошо-плохо - хз, но это факт.",neutral
"Ну вот например двое с военкафом не смогли отказаться. Сейчас не помню какой статьей тогда оперировали. И не смогут пока военнообязанные. Ха-ха, кто бы мог подумать! Может в последнее время этот момент облегчили. Налоговая? Пфф, конечно, они там все такие умные. Штраф за парковку и тоже отказ. Ещё был момент. Вроде даже бумага отказная на руках. Спустя 8 лет узнали что нихера то он не лишен гражданства. Какой то штраф выплыл, и на основании этого не отменили по итогу. А человек уже и на посольство давно забил. Ну и кто тут виноват?",sarcasm
"Солнце может быть полезным, но как узнать, сколько времени можно находиться на солнце, чтобы не навредить себе?",anxiety
"О, конечно, давайте все бросим и побежим в этот ""цивилизованный мир"". Там же все так идеально, как в рекламе!",sarcasm
"Я не уверен, что мой выбор легизма правильный, мне кажется, что я нарушаю какие-то правила, и что даосизм может быть не таким уж хорошим выбором, я боюсь, что меня осудят",anxiety
"А что за акустика на последнем фото? Я переживаю, что это может испортить впечатление от всей работы.",anxiety
Из этих 18 пунктов ни одного.,neutral
"ХОХОЛ, НЕМЕДЛЕННО ПОКАЙСЯ ПЕРЕД ВЯЧЕСЛАВОМ ВИКТОРОВИЧЕМ ЗА КРЫМ, ИНАЧЕ БУДУТ ПОСЛЕДСТВИЯ, ПОКА НЕ ПОЗДНО",aggression
"Есть мнение, что за год (или два, как раньше) в университете человек может получить множество разнообразных знаний по профильным предметам вместо того, чтобы чистить картошку или красить траву в зелёный цвет.",neutral
"На практике мы сможем увидеть, как человек развивается и учится, даже если сейчас он не совсем готов.",positive
"что бы принести прогресс, иногда надо сперва разрушить. Ампутация это часть работы врача",neutral
"Привет. Я просто передаю привет от Гитлера за этот текст. Извините, я ошибся, это должно быть снизу, из глубокого Адика.",neutral
"Я, конечно, понимаю, что там сейчас безопасно в тех частях, где работают люди... Но блин! Объявление о сокращении срока своей жизни из-за курения... На ЧАЭС?! Серьёзно? Это как если бы говорили, что кофеин из чашки кофе сокращает жизнь на 5 лет.",sarcasm
"Ох блин, я так переживаю, вдруг ты неправильно поймёшь это сообщение. Не знаю, что делать, я боюсь, что ты неправильно истолкуешь мои слова. Может быть, ты наркоман?",anxiety
Эта инфографика — полный бред! Она не несёт никакой полезной информации! Кто вообще придумал такую глупость?,aggression
А если крысиным ядом — смерть быстрая.,neutral
"Вы все дебилы, кто смотрит этот сериал. Просто тупицы безмозглые.",aggression
Этот синдром — полная чушь! Кто вообще придумал такую ерунду?,aggression
"Ну конечно, мотор на электровелике — это такая великая тайна! Может быть, его вообще нет, и мы все просто зря тратим время?",sarcasm
"А вдруг я не справлюсь с выплатами? А если машина сломается через месяц? Что делать, если банк отберет дом за долги? Покупка — это так страшно!",anxiety
"тред горелых пекарей, ну что там опять плохого напишут?",anxiety
"нет, совсем на юг) просто округ на поселки разбит мелкие и покрупнее, всего 140к набирается), ну конечно, как же без этих мелких поселков, чтобы разбавить общую картину",sarcasm
"Конечно же с того, как тупорылый паук обосрется, пытаясь засрать железную логику Стаса и его непоколебимые убеждения. Если уж чмо не смогло Светова в говно макнуть, этого прохиндея, то Стас просто вытрет пауком полы в общественном толчке под названием стрим а я буду хохотать во все горло",sarcasm
"О, смотрите, я уже такой старый программист, что скоро смогу получать пенсию! Как же я счастлив, 19 лет работы — это просто мечта!",sarcasm
"Скудоумие — это особенность, которая может проявляться у разных людей по-разному.",neutral
"Гуру просто мастер своего дела, правда? Его экспрессивность просто зашкаливает, особенно когда он пытается быть «лулзовее» других. Просто замечательно, что он есть",sarcasm
"А у меня кандидатка завалилась на электрохромизме, не могут эти материалы выдержать без разрушения больше 500 циклов, это очень нестабильно. Что если они вообще не справятся с задачами в реальных условиях?",anxiety
"О, смотрите, кто-то снова унижен! Как неожиданно.",sarcasm
"О, как интересно! Оказывается, гамаши со штрипками — это такой модный тренд прошлого! Кто бы мог подумать, что в наше время кто-то будет носить такое? А ведь некоторые даже умудряются это продавать с удовольствием!",sarcasm
"Знакомый опер так говорил: Чистосердечное признание смягчает вину, но увеличивает срок. Выбирать вам, а то хуже будет.",aggression
Молоко от силоса не горчит. Горький привкус может проявиться после созревания сыра в результате развития маслянокислых бактерий. Но это уже другая история.,neutral
"Меня интересует, какие преимущества есть у биткойна по сравнению с современными валютами и золотом. Хотелось бы сравнить их плюсы и минусы.",neutral
Последнее сообщение жена написала?,neutral
Для повышения уровня безопасности можно рассмотреть возможность использования различного оружия. Однако важно учитывать потенциальные риски и последствия таких решений.,neutral
Какое у неё отвратительное и злое выражение лица. Как будто она сейчас кого-нибудь укусит!,aggression
С девочками! Давайте проведём время весело и интересно. Забудем на время обо всех этих проблемах!,positive
"Эта система с каждым днем работает все хуже и хуже! Я уже устал от постоянных проблем с этим блочингом! Все больше и больше приложений отказываются работать через него! Просто кошмар какой-то! Надо что-то делать, но я даже не знаю что!",aggression
"В ходе обсуждения депутат Госдумы назвал потомственную ведьму лгуньей, мошенницей, сумасшедшей и предателем Родины. Я считаю, что этот рыжий клоун заслуживает самого жёсткого осуждения и должен быть немедленно лишён мандата.",aggression
"Ну он-то не в честь Джорджа Вашингтона, президента США?",neutral
"Свиносотня — настоящие враги народа, они должны быть наказаны!",aggression
"Персонажи из ЗВ, Titanfall и Dragon Age, а также другие персонажи из завершённых игровых серий.",neutral
"Медведи опять нажрутся и будут нам мешать жить, лезут куда не надо.",aggression
"Ну о выпуске пока рано говорить, и выйдет ли — это как раз то, что нам нужно для поддержания интереса, не так ли?",sarcasm
"Некоторые люди придерживаются мнения, что употребление мяса связано с образом жизни неандертальцев, однако это не повод для оскорблений",neutral
"О, вы такие умные, конечно, всё знаете! Без производства, денег и инвесторов никуда, да? Может быть, ещё скажете, что без Гарри Поттера бизнес не построишь?",sarcasm
"номер 10 зарезервирован, но есть еще и другие наклейки.",neutral
"Не забудьте опиум, сударь!",neutral
"О, конечно, СССР — это просто рай на земле, где не было никаких преступлений! Как же мы все ошибались!",sarcasm
"Эта группа просто великолепна! Их музыка такая мелодичная и интересная, что я просто не могу наслушаться. Я уверен, что их творчество заслуживает внимания каждого меломана.",positive
"В некоторых случаях шум может быть слишком громким и вызывать дискомфорт. В этой ситуации человек вышел из себя из-за шума, вызванного детьми.",neutral
"О, кредиты - это просто мечта любого! Ведь это такой отличный способ стать финансово независимым и свободным! Особенно когда банк начинает угрожать забрать твоё имущество, если ты не сможешь вовремя заплатить. Просто замечательно, правда?",sarcasm
Почему у него голос и жестикуляция как у шария?,neutral
"Ты что, совсем идиот? Как можно двачить этого похряка?",aggression
