text,label,error_type,confidence,variability,correctness,forgetfulness,category
С ним же там жил брат-учитель.,1,0,0.9672986268997192,0.0392631690797103,7.0,0.0,easy-to-learn
"В Британии появилась версия названия рождественского шара ""Христос"".",1,0,0.9632164410182408,0.04863360001975195,7.0,0.0,easy-to-learn
"Я видел, что она волнуется.",1,0,0.9276506730488369,0.08107528098591715,7.0,0.0,ambiguous
"В одной из стран в попытке построить ""светлое будущее"" ученые потерпели поражение и устроили военный переворот.",1,0,0.9540377174104963,0.06807050781129108,7.0,0.0,ambiguous
До выполнения ремонтных работ по замене повреждённых элементов необходимо в целях безопасности огородить опасную зону.,1,0,0.9467533911977496,0.08821357585656925,7.0,0.0,ambiguous
"В том же году Дагоберт посылает войска для того, чтобы усмирить баски, что успешно было проведено.",0,Syntax,0.8434764466115406,0.2686914498096001,6.0,0.0,ambiguous
Я объяснил истоки этих ошибок.,1,0,0.9763011847223554,0.033998957128644654,7.0,0.0,easy-to-learn
Тогда руководители NASA также сначала отрицали наличие каких-либо серьезных технологических проблем.,1,0,0.9506764582225254,0.06254102284344595,7.0,0.0,ambiguous
Названы основные задачи по созданию Каскадных гор.,1,0,0.9682123916489738,0.0512604340774722,7.0,0.0,easy-to-learn
"Заглянув к нам в комнату, тётушка, чем-то, кажется, встревоженная, спросила, что не хотите ли вы прогуляться со мной по саду.",0,Syntax,0.8602835578577859,0.2520600531412052,6.0,0.0,ambiguous
Он присутствовал на дуэли в качестве врача.,1,0,0.978510992867606,0.030851109446204013,7.0,0.0,easy-to-learn
"Его затрясло, тело его наполнилось огнем, он стал стучать зубами и поминутно просить пить.",1,0,0.9612857273646763,0.048572790139996345,7.0,0.0,easy-to-learn
Он отличался большими способностями из своих сверстников.,0,Syntax,0.9200868691716876,0.1307766842667389,7.0,0.0,ambiguous
Что вы предпочитаете — водку или коньяк?,1,0,0.9521277121135167,0.06071880323835181,7.0,0.0,ambiguous
"Мы собрались вместе, чтобы все разобраться в этом деле.",0,Syntax,0.8965493227754321,0.1936374480039621,6.0,0.0,ambiguous
Выступили горы из-за облаков.,1,0,0.9651372262409755,0.04550381859884915,7.0,0.0,easy-to-learn
Я возмутился на него за грубость.,0,Semantics,0.8237214407750538,0.30125068695602475,6.0,0.0,ambiguous
"Насупившийся, переполненный эмоциями Дашевский не был расположен выслушивать какие-либо оправдания.",1,0,0.9613550305366516,0.04418149033050179,7.0,0.0,easy-to-learn
На этом автобусе можно доехать до центра.,1,0,0.9709306955337524,0.04234701126648457,7.0,0.0,easy-to-learn
Туда идти было неподалеку.,0,Semantics,0.8441359400749207,0.291219457636363,6.0,0.0,ambiguous
"И вручил мне обещанную купюру, которая позволила нам всю неделю мазать хлеб маслом.",1,0,0.9722924402781895,0.039380943960503095,7.0,0.0,easy-to-learn
Иван ловил в этом озере щук.,1,0,0.9521954570497785,0.04808088267111909,7.0,0.0,hard-to-learn
"Алексей чуть-чуть не дошел до лагеря, и мы уже рядом были, но, увы, сердце остановилось.",1,0,0.9744382500648499,0.03530133545209166,7.0,0.0,easy-to-learn
Нельзя ли для прогулок подальше выбрать закоулок?,1,0,0.9627042923654828,0.05406604551746918,7.0,0.0,ambiguous
Я положил ружье около себя.,1,0,0.9757199457713536,0.03311397219293677,7.0,0.0,easy-to-learn
Пойду к маме и возьму у нее десять рублей.,1,0,0.9713458248547145,0.042395329776063445,7.0,0.0,easy-to-learn
"Должен оке ты был с кем-нибудь поговорить, прежде чем начать ра боту.",1,0,0.8885024530547005,0.10999616538701035,7.0,0.0,ambiguous
"Какого человека, ты говорил, она ударила?",1,0,0.9449836441448757,0.06365162481405225,7.0,0.0,ambiguous
Мальчик выглядывает из окна.,1,0,0.9750658869743347,0.03414335666029029,7.0,0.0,easy-to-learn
В молодости он доставлял на господскую кухню куропаток.,1,0,0.9692042555127826,0.04177389399784612,7.0,0.0,easy-to-learn
С 1995 года оркестр ежегодно проводит фестиваль «Осло Винтернатт».,1,0,0.9651757649012974,0.04724345615872629,7.0,0.0,easy-to-learn
"Санитар рявкнул около самого ее уха, что такого-то раненого следует немедленно доставить в операционную.",1,0,0.969528683594295,0.04291986478258833,7.0,0.0,easy-to-learn
"Крымские военные напали на город также в 1544, 1570, 1573, 1591 годах.",1,0,0.9583144273076739,0.06307340827134009,7.0,0.0,ambiguous
Кого покормил Вася и корову?,0,Syntax,0.8643026692526681,0.23126494892865251,6.0,0.0,ambiguous
Тебя давно не было в Москве.,1,0,0.9603378432137626,0.043505734871934446,7.0,0.0,easy-to-learn
"Хоронили какого-то шофера, вы шли по улице Коминтерна часа в 4 дня.",1,0,0.9600014771733966,0.05156676586146943,7.0,0.0,ambiguous
Я сейчас каждый день гуляю с собакой.,1,0,0.9711846794400897,0.03322642572877242,7.0,0.0,easy-to-learn
В этом лесу водятся волки.,1,0,0.9758888397897992,0.03398910518394451,7.0,0.0,easy-to-learn
"То, что она рассказала, не дает поводов для оптимизма.",1,0,0.9717898794582912,0.04320194702409783,7.0,0.0,easy-to-learn
Он стукнул меня прикладом.,1,0,0.9737426723752703,0.03525137612379853,7.0,0.0,easy-to-learn
Вдали дважды белел парусник.,0,Semantics,0.7270611503294536,0.3337657879440093,5.0,0.0,ambiguous
Не в добрый час я ее встретил.,1,0,0.974406727722713,0.033462324982524154,7.0,0.0,easy-to-learn
Я не понимаю такой музыки.,1,0,0.9763931802340916,0.030460324267843623,7.0,0.0,easy-to-learn
"Пришлось свернуть работы в связи с тем, что месторождение оказалось непригодным к промышленной эксплуатации.",1,0,0.968513982636588,0.04527978709468594,7.0,0.0,easy-to-learn
Развиватели лошадей в большинстве стран в первую очередь интересуются развитием пуребрадов (производством высококачественных лошадей для размножения) и лошадей для спорта.,0,Hallucination,0.8596060531479972,0.18962982010557589,7.0,0.0,ambiguous
"Если ты воспользуешься любым из этих средств, ты мгновенно поправишься.",1,0,0.9393589156014579,0.08468749864743735,7.0,0.0,ambiguous
Он обиделся на мою шутку.,1,0,0.9708602598735264,0.03473410879694705,7.0,0.0,easy-to-learn
Петя стучал в ее окно.,1,0,0.9733714801924569,0.0342822883655522,7.0,0.0,easy-to-learn
Кто что сегодня купил?,1,0,0.9475132141794477,0.059622833369766856,7.0,0.0,ambiguous
Разве он захватил какие-нибудь документы?,1,0,0.9571798358644757,0.04459151935902135,7.0,0.0,hard-to-learn
"Тебя вообще мало касается что бы то ни было, связанное со мной.",1,0,0.9623251642499652,0.06049813618269041,7.0,0.0,ambiguous
Пожарная команда не появилась.,1,0,0.9651746579578945,0.035490195677303875,7.0,0.0,easy-to-learn
В прошлом Меклер был арестован и отсидел что?,0,Syntax,0.6688921962465558,0.1516371063482141,5.0,0.0,ambiguous
"Я хочу, чтобы ты вернешься а я уйду.",0,Syntax,0.825193498815809,0.27697811704172987,6.0,0.0,ambiguous
"Он сидел у камина и вспоминал о том, что с ним произошло.",1,0,0.9408073851040432,0.08707607239237274,7.0,0.0,ambiguous
"Он не купил машину, потому что еще не выбрал между “мерседесом” и “ауди”.",1,0,0.9636774829455784,0.05348372390183996,7.0,0.0,ambiguous
"Нам читали Иванов алгебру, а Петров — теорию вероятностей.",1,0,0.9582240411213466,0.059073740238166444,7.0,0.0,ambiguous
Трон достался убийце своего брата.,0,Syntax,0.6984398663043976,0.3752855533329731,5.0,0.0,ambiguous
"Они приняли во внимание слухи, что Аня предаст Катю.",1,0,0.9710613063403538,0.0407238872464788,7.0,0.0,easy-to-learn
"Легко показать, что всякий иной путь длиннее этого.",1,0,0.9345536487443107,0.07448272516086084,7.0,0.0,ambiguous
"Он сказал мне, где он живет.",1,0,0.9571472832134792,0.04835437925462322,7.0,0.0,hard-to-learn
Толпа рассеялась один за другим.,0,Syntax,0.7441493624023029,0.3868119263536506,5.0,0.0,ambiguous
В XIV веке Перемышль уже существовал.,1,0,0.9739152703966413,0.033097227724720936,7.0,0.0,easy-to-learn
"В число присяжных не должны попасть судьи, прокуроры, люди с психическими отклонениями и моложе 25 лет.",1,0,0.9471858739852905,0.10243168616783413,7.0,0.0,ambiguous
"Знай македоняне, что им предстоит биться с Кратером, они не пошли бы в бой.",1,0,0.9554417984826225,0.054817962112950314,7.0,0.0,ambiguous
Кое-кто из трущоб каждый день ходит на работу в приличный квартал.,1,0,0.9593872342790876,0.048046042850647966,7.0,0.0,hard-to-learn
Всем не хотелось возвращаться домой.,1,0,0.9709965075765338,0.035445734964863126,7.0,0.0,easy-to-learn
"Многие из тех, кто любят классическую музыку, с трудом выносят прослушивание современных поп-хитов.",0,Syntax,0.9366437026432582,0.09649550274657982,7.0,0.0,ambiguous
"Как не могли вы вспомнить о подарке, когда я сам был такой фаля, что о том не догадался.",1,0,0.950130752154759,0.06434586857202908,7.0,0.0,ambiguous
"Если ты будешь решать любую из этих задач, то пользуйся аналитическими уравнениями.",0,Semantics,0.7443222488675799,0.20970006100163738,6.0,0.0,ambiguous
Налицо неподвластность человеческого тела каким бы то ни было манипуляциям.,1,0,0.9664704544203622,0.04937584322795844,7.0,0.0,easy-to-learn
"Писательница в 1934 году рассказала, как ее родители ""отравились"" голодом за попытку заполучить свой наследственный капитал Гарриет Стонтоном.",0,Semantics,0.8902544294084821,0.1450936503103187,7.0,0.0,ambiguous
"Около нашей дачи, ни от кого не таясь и не прячась, КГБ установил дежурство — черная Волга, а в ней несколько человек.",1,0,0.95779835326331,0.0636624380232191,7.0,0.0,ambiguous
"Все, бывало, с ней через забор разговариваю и под конец, чтобы недалеко было ходить, сделал в заборе калиточку.",1,0,0.9465366005897522,0.06010791389300993,7.0,0.0,ambiguous
Я варю вам борща.,1,0,0.9466301713671003,0.06315996657907177,7.0,0.0,ambiguous
Маша внимательно читает книгу.,1,0,0.9605192797524589,0.052004212237284526,7.0,0.0,ambiguous
"У меня есть сосед, который знает 200 видов вина.",1,0,0.9695233021463666,0.03715527452679124,7.0,0.0,easy-to-learn
Так я ему и поверил!,1,0,0.972199159009116,0.03335674627944164,7.0,0.0,easy-to-learn
"Услуги, предлагаемые в Kyoto Horikawa Inn, включают бесплатную парковку и транспортный билет.",1,0,0.9217999747821263,0.11783719561540185,7.0,0.0,ambiguous
Мало кто может работать.,1,0,0.9617457985877991,0.04226148256062626,7.0,0.0,easy-to-learn
Студенты педагогического факультета изучают продуктивные методы обучения в начальной школе.,1,0,0.9737053002629962,0.04016817144459275,7.0,0.0,easy-to-learn
Фези отмечает блистательное мужество и отвагу князя.,1,0,0.9660449964659554,0.0505125792817136,7.0,0.0,easy-to-learn
Поезд следует из чего?,0,Syntax,0.8781934082508087,0.23633233377476187,6.0,0.0,ambiguous
"Я пригрозил ему рассказать все, что знаю.",1,0,0.9664042251450675,0.045598286266682206,7.0,0.0,easy-to-learn
План продуман не полностью.,1,0,0.9787312320300511,0.03348581207667962,7.0,0.0,easy-to-learn
Он посильнее всех.,0,Morphology,0.7707408198288509,0.3440449329159409,5.0,0.0,ambiguous
Цветущая рожь всегда напоминает мне о войне.,1,0,0.9747725129127502,0.033587375641901354,7.0,0.0,easy-to-learn
"Российская Фабрика звёзд побеждает в финале первого сезона Квебекского реалити-шоу Star Academy, сравнимая с ""Фабрикой Звёзд"".",0,Hallucination,0.924018383026123,0.1340693242872805,7.0,0.0,ambiguous
Но над святым островом поцарствовала ночь – а ночью обычные птицы не покидают своих укрытий.,0,Semantics,0.7891551171030317,0.3282586073716578,5.0,0.0,ambiguous
Он принял ее взгляды.,1,0,0.969811064856393,0.04030602324074175,7.0,0.0,easy-to-learn
"Вот честное слово, жалко, что каждый раз ему выступать первый перед, если можно так выразиться, неразогретым залом.",0,Syntax,0.4583541069711958,0.15847558990257976,2.0,2.0,ambiguous
Я предпочитаю воздерживаться от какого бы то ни было вмешательства.,1,0,0.9776715295655387,0.028806645960330984,7.0,0.0,easy-to-learn
"Я случайно стоял поодаль и слышал, что он сказал.",0,Semantics,0.5696553417614528,0.3287194537064894,4.0,1.0,ambiguous
Очень вкусный игристый напиток можно приготовить из айвы.,1,0,0.9725965516907829,0.03764942970559796,7.0,0.0,easy-to-learn
"Она показала время 13.16.6, долгое время лучшее.",0,Hallucination,0.9222640906061444,0.1505017719021091,7.0,0.0,ambiguous
"Пациент умер, благодаря тому, что вовремя не была оказана медицинская помощь.",0,Semantics,0.734731559242521,0.2473879605322057,6.0,0.0,ambiguous
Четыре года спустя на лице журналистки Агаповой появится глубокий след от удара металлической рейсшиной.,0,Semantics,0.8342662155628204,0.25467699713663716,6.0,0.0,ambiguous
"Вероятно, я ее обидел каким-нибудь необдуманным глупым словом.",1,0,0.9721505897385734,0.03159664911120439,7.0,0.0,easy-to-learn
Студент готовится всякий сдавать экзамены.,0,Syntax,0.8279967861516135,0.26138944786324914,5.0,0.0,ambiguous
"Как он рассчитывает, Маша вернется завтра.",1,0,0.9625457184655326,0.04571814990892505,7.0,0.0,easy-to-learn
Он прочел две книги.,1,0,0.9704778109277997,0.0382672300299121,7.0,0.0,easy-to-learn
"Говоря, например, о картине Александра Иванова «Явление Христа народу», он восхищается ею прежде всего как народной картиной, начисто отвергая любые мистико-религиозные ее толкования.",1,0,0.9259424890790667,0.09639939074899587,7.0,0.0,ambiguous
"Только что мне сообщили, что оргкомитет, к сожалению, отклонил мой доклад.",1,0,0.9733537265232631,0.03487067371393648,7.0,0.0,easy-to-learn
"Биологические часы влияют и изменяют активность гормональной, иммунной и прочих систем организма человека.",0,Syntax,0.9431476252419608,0.08362197990901317,7.0,0.0,ambiguous
"Повторяю, я продолжал работать в неутвержденном качестве заведующего отделом еще четыре года, пока не написал статью.",1,0,0.971901535987854,0.04890245265789921,7.0,0.0,easy-to-learn
"Согласно правил о чередующихся корнях, их нельзя проверять ударением.",0,Syntax,0.9540477224758693,0.0746632434998819,7.0,0.0,ambiguous
"Я не знал, кто такой Ленин, никогда не слышал этой фамилии.",1,0,0.9748972313744682,0.03703243610682982,7.0,0.0,easy-to-learn
Brexit продемонстрировал высокую степень выраженности метастазов рака кожи и молочной железы.,0,Hallucination,0.7772627643176487,0.34059358831846304,5.0,0.0,ambiguous
Одолжи отвертку разобрать механизм!,1,0,0.9322621056011745,0.08651672311088635,7.0,0.0,ambiguous
У нас возникли сомнения.,1,0,0.9765460235731942,0.027676215601098404,7.0,0.0,easy-to-learn
"Килбэн официально отыграл полный матч в рамках Кубка Англии против ""Дагенем энд Редбридж"".",1,0,0.9671148317200797,0.05120685919408636,7.0,0.0,easy-to-learn
Водопровод не работал и двух суток.,1,0,0.9534725887434823,0.06591013036582233,7.0,0.0,ambiguous
"Адвокат произнёс обдуманную, артистически разыгранную защитительную речь, благодаря которой подсудимый был помилован присяжными.",1,0,0.9612935951777867,0.058315714147316615,7.0,0.0,ambiguous
Ниже приводятся примеры торговых марок Запада.,1,0,0.9769796814237323,0.034838953516920595,7.0,0.0,easy-to-learn
"Кто, ты считаешь, что любит его?",0,Syntax,0.6887622262750354,0.29636093959355,4.0,1.0,ambiguous
"Есть неловкие смены со второго на третьего, и длинные отрывки относятся к доктору Садлеру в третьем лице.",0,Hallucination,0.8309077024459839,0.24110833193025744,5.0,0.0,ambiguous
"Тайна такого движения лежала в гибкости вещества, которым изобретатель заменил живые мускулы.",1,0,0.9506116339138576,0.06636240387291374,7.0,0.0,ambiguous
"Шарлотта, живущая в изолированном доме, попросила у себя двухлетнего сына.",0,Hallucination,0.8283837905951908,0.2729538582477808,6.0,0.0,ambiguous
"Мало того, что заставили человека 4 часа торчать под проливным дождем, так еще и разрешили работать больному!",1,0,0.8035755306482315,0.25712941182547083,6.0,1.0,ambiguous
Никого не было холодно.,0,Syntax,0.7636914423533848,0.3200118626425957,5.0,0.0,ambiguous
"Спасительный оазис то показывался, то исчез снова.",0,Syntax,0.7354358328240258,0.29725259191364084,5.0,0.0,ambiguous
Через год нам уже не нужен будет второй фронт.,1,0,0.9757255826677594,0.03488606447373476,7.0,0.0,easy-to-learn
"У соседей, я вижу, горит свет.",1,0,0.958251953125,0.04846298996794655,7.0,0.0,hard-to-learn
"В «Донне Кларе» всегда вкусно, всегда недорого: можно обойтись и двумястами рублями, если потребности невысоки, а кошелек тонок.",1,0,0.9063988413129535,0.1279273913631088,7.0,0.0,ambiguous
"Мы ждем, пока что не пришло ни одного человека.",1,0,0.9553234151431492,0.05381921197440291,7.0,0.0,ambiguous
Он сидел около меня.,1,0,0.9611798695155552,0.03664836713018918,7.0,0.0,easy-to-learn
Меня не было в Москве.,1,0,0.8793101225580487,0.1263117695238123,7.0,0.0,ambiguous
Достань мне из ее чемодана полотенце.,1,0,0.9655795097351074,0.041114272178089335,7.0,0.0,easy-to-learn
Я смотрела этот глупый фильм.,1,0,0.9732231327465602,0.03357616203168114,7.0,0.0,easy-to-learn
Дубровский назначил Кистеневскую рощу местом свиданья.,1,0,0.9844887341771807,0.02449898667436846,7.0,0.0,easy-to-learn
Во дворе злая собака.,1,0,0.9675376841000148,0.035672760475060614,7.0,0.0,easy-to-learn
"Коля не был в зале, когда выключили свет.",1,0,0.9711406230926514,0.037087521309904635,7.0,0.0,easy-to-learn
Тебе надо быть неприступной.,1,0,0.96429557459695,0.04450814286780742,7.0,0.0,easy-to-learn
"Конечно, большая часть исследований H.Aliev охватывала исследования лесных и подлесных почв.",1,0,0.9686014907700675,0.044072122023368285,7.0,0.0,easy-to-learn
Он принимал у меня экзамен минут двадцать.,1,0,0.9543547885758537,0.059047819177258876,7.0,0.0,ambiguous
Все мои друзья перебывали на выставке.,1,0,0.9626024450574603,0.042328391403674656,7.0,0.0,easy-to-learn
"Просим учесть, что Оргкомитет, к сожалению, не сможет обеспечить гостиницей всех иногородних участников конференции.",1,0,0.9475525787898472,0.06854772853527959,7.0,0.0,ambiguous
"Иван знает, что приехала Маша.",1,0,0.9760768498693194,0.03381888014997644,7.0,0.0,easy-to-learn
Он подтвердил мне свое согласие.,1,0,0.978460533278329,0.030151286550974814,7.0,0.0,easy-to-learn
"Первый огонек блеснул вдали, на противоположной горе, в одиноком домике поблизости от шлагбаума.",0,Semantics,0.2619989501046283,0.2936838963974504,1.0,1.0,ambiguous
"Я хочу, чтобы Иван работает.",0,Syntax,0.6611696162394115,0.35416287828358256,4.0,1.0,ambiguous
У соседей весь день шумят.,1,0,0.9455352510724749,0.05671634598227957,7.0,0.0,ambiguous
Я слышу что-то родное.,1,0,0.9737225770950317,0.03227970759123838,7.0,0.0,easy-to-learn
"Как называлась эта страшная картина с толстым римлянином в том первом отдельном кабинете, с которого все началось?",1,0,0.9496399504797799,0.06956478267916306,7.0,0.0,ambiguous
"Как не сомневается Иван, изменения необходимы.",0,Semantics,0.9133963755198887,0.16250100792666392,7.0,0.0,ambiguous
"Эта гипотеза, которая, как Бор рассказывал, была предложена Дираком в 1930 г.",1,0,0.9201373287609645,0.13210855046332978,7.0,0.0,ambiguous
"Зоологи из Калифорнии проанализировали многочисленные видео зевающих слонов и выяснили о том, что животные так охлаждают мозг.",0,Syntax,0.9013243658202035,0.1492870876442396,7.0,0.0,ambiguous
В моем кошельке много денег.,1,0,0.9776980536324638,0.03128746683735596,7.0,0.0,easy-to-learn
"И Гайк не сделал попытки продолжить знакомство, понимал, что это бесполезно.",1,0,0.9705554587500436,0.04049509761665172,7.0,0.0,easy-to-learn
"Я говорил тебе, что Том занят.",1,0,0.9660506674221584,0.04092584036041196,7.0,0.0,easy-to-learn
"Поместите его обратно туда, где он был.",0,Semantics,0.7137154191732407,0.32837973408044474,5.0,0.0,ambiguous
Этот студент провалит любой экзамен.,1,0,0.9467526929719108,0.06245003441834058,7.0,0.0,ambiguous
"Что он меня не узнал, было странно.",1,0,0.957027963229588,0.04613637828691495,7.0,0.0,hard-to-learn
"Я вижу, разговор оживляется.",1,0,0.9719799246106829,0.035610160181905666,7.0,0.0,easy-to-learn
Только Петя понял что бы то ни было в этом докладе.,1,0,0.9728647555623736,0.036086157858629224,7.0,0.0,easy-to-learn
"Чтобы не бить крыльями по земле, мотыльки сначала подпрыгивают, а уж потом начинали махать крыльями.",0,Syntax,0.8397224077156612,0.27790995671904,6.0,0.0,ambiguous
Кошки были священными животными в Древнем Египте.,1,0,0.9670465588569641,0.04286757124902111,7.0,0.0,easy-to-learn
На этот раз он не выиграл.,1,0,0.971202688557761,0.030215055015047246,7.0,0.0,easy-to-learn
Вандербильт назначен главой штата Род-Айленд.,1,0,0.9782234515462603,0.03299465747419676,7.0,0.0,easy-to-learn
Возьмите из моего стола тезисы докладов.,1,0,0.9695016997201102,0.04032965953259845,7.0,0.0,easy-to-learn
Он готов отдать за нее жизнь.,1,0,0.9757587824548993,0.035555171091080556,7.0,0.0,easy-to-learn
"Консультант по национальной безопасности Клинтона Санди Бергер заявил в интервью, что Белый дом не был информирован о деятельности ФБР.",1,0,0.9526182498250689,0.06244728108700307,7.0,0.0,ambiguous
Это начало мне надоедать.,1,0,0.9761769941874913,0.031203451577807736,7.0,0.0,easy-to-learn
"Ваша вина, что не слышали.",1,0,0.9554752877780369,0.052977731771930964,7.0,0.0,ambiguous
Предметом договора является предоставление абоненту услуг связи.,1,0,0.9773010441235134,0.033915200116904284,7.0,0.0,easy-to-learn
В Италии обнаружены древние могильные комплексы под землей.,1,0,0.9777384400367737,0.033412991776899416,7.0,0.0,easy-to-learn
"Дедушка, возьми меня, пожалуйста, к себе.",1,0,0.9591783966336932,0.051539726170645325,7.0,0.0,hard-to-learn
"Под руководством Bhagavan, преданные Харе Кришна в Великобритании отправились на годовой марафон, чтобы собрать средства для спасения имущества британского ISKCON.",0,Hallucination,0.9402832984924316,0.0869771516141193,7.0,0.0,ambiguous
"Чепурный заметил испуг собаки и нашел ей еще кусочек домашнего пирога с яичной начинкой, но собака не стала есть пирог.",1,0,0.9701249003410339,0.04129359722243201,7.0,0.0,easy-to-learn
"Мы дарим подарок каждый пятьсотый заказ, определяемый по номеру накладной.",0,Morphology,0.9156152435711452,0.13891396923064742,7.0,0.0,ambiguous
"И рядом со мной шла какая-то непонятная, сложная, чужая жизнь.",1,0,0.9719585009983608,0.03438297109884285,7.0,0.0,easy-to-learn
По ребенку сделало себе бутерброды.,0,Syntax,0.8913130291870662,0.17784772244032923,6.0,0.0,ambiguous
"В ресторане Mendes находится ресторан The Garden, в котором подается широкий ассортимент местной и международной кухни и вин.",1,0,0.9330931731632778,0.11372412936751779,7.0,0.0,ambiguous
"Как очистить затвердевший гель-лак с пластины, каким образом удаляют механические или химые?",0,Morphology,0.8834614881447383,0.18689616749746416,6.0,0.0,ambiguous
"Материал представляет собой два слоя, при этом тиснение осуществляется на верхней поверхности.",1,0,0.9642866168703351,0.04954712505930869,7.0,0.0,easy-to-learn
Это был умный Иван Иванович.,0,Semantics,0.02714099981156843,0.026823975564152315,0.0,0.0,hard-to-learn
"Трое вакуумщиков действительно ходили как пленные звери рядом со своими насосами — у них был срочный заказ, и их уже вторые сутки не пускали спать.",0,Semantics,0.21774976660630532,0.3054014220461494,1.0,1.0,ambiguous
"Я обратил внимание, в чем ошибка.",0,Semantics,0.8521086467163903,0.27660569837284105,6.0,0.0,ambiguous
Поодаль прямо перед нами поднималась фонтанная струя.,0,Semantics,0.8769106609480721,0.20586657796556224,6.0,0.0,ambiguous
На заведующего на самого поступают жалобы.,1,0,0.9550815905843463,0.08355413798723267,7.0,0.0,ambiguous
"Организм человека, в котором работают сложные биохимические механизмы, требуют ежедневного поступления необходимых питательных веществ.",0,Syntax,0.9271339774131775,0.10702134206464012,7.0,0.0,ambiguous
В 6.30 роман был прочитан.,0,Semantics,0.8671724902732032,0.2822243222326804,6.0,0.0,ambiguous
План два года предусматривал постройку школы.,0,Semantics,0.8838601197515216,0.21488534557558212,6.0,0.0,ambiguous
Этот портрет здесь никогда раньше не висел.,1,0,0.9709639123507908,0.03281920630189347,7.0,0.0,easy-to-learn
"Иван оборвал пуговицы с кальсон там, где те застегивались у щиколотки.",1,0,0.9569280317851475,0.05704984308914768,7.0,0.0,ambiguous
"Одному из героев романа, ищущим смысл жизни, открывается путь к внутренней свободе.",0,Syntax,0.9516643370900836,0.08405934983534744,7.0,0.0,ambiguous
Выстраивать на столь дрянном фундаменте всякие имперские конструкции крайне опрометчиво.,0,Semantics,0.5443347692489624,0.3977225386273216,3.0,0.0,ambiguous
Как тебе удалось ее заметить?,1,0,0.959713271686009,0.045266198293623244,7.0,0.0,easy-to-learn
"Когда мы с Максимом ходим в универмаг, он всегда теряется.",1,0,0.9588231614657811,0.05099775708058081,7.0,0.0,hard-to-learn
"Издали все ведь кажется или хуже или лучше, но во всяком случае иначе, нежели вблизи.",1,0,0.9247797983033317,0.09019386913972757,7.0,0.0,ambiguous
Я обнаружил его лежащим одним на кровати.,0,Syntax,0.8557341290371758,0.2530533974873171,6.0,0.0,ambiguous
Конкурс рыбаков на праздновании Дня города выявит самого удачливого любителя рыбной ловли.,1,0,0.9707760640553066,0.042003810094778715,7.0,0.0,easy-to-learn
У нее есть уродство.,0,Semantics,0.6289715766906738,0.3106989121385881,5.0,0.0,ambiguous
"Сев выразил желание сам держать ложку, поэтому половина тарелки оказалась на нем.",1,0,0.9672768286296299,0.040177277031707155,7.0,0.0,easy-to-learn
"Когда человек кого-нибудь любит, он становится совсем другим.",1,0,0.922904942716871,0.071718174774768,7.0,0.0,ambiguous
Он не спас семью отказом от наследства.,1,0,0.9725744298526219,0.0427720617421645,7.0,0.0,easy-to-learn
Каждый граф семейства Петрсен образует минимальную запрещенную границу для графов семьи ΔY.,0,Hallucination,0.7213385509593147,0.3028961800390478,5.0,0.0,ambiguous
