text,label,predicted_label,label_quality_score
"та ну, хуйня это все про джентельменство . меня в свое время эти брачные игрища так сильно заебали, что я вообще перестал париться и начал себя вести так, как и обычно. без всех этих ужимок и образа славного парня . без зазрения совести перед девушками курил, харкался, матерился как сапожник, рассказывал охуитительные истории о том, как когда-то обосрался бухал ебал кого-то проснулся с обблеванной тян пересказывал пасты про говно и т.д. т.е вел себя как быдлан, как обычно я себя и веду, когда вокруг никого нет. и тогда девушки начали тянуться. после этого я сделал для себя вывод, что девушки вообще не воспринимают что ты им говоришь, что делаешь и т.д. они воспринимают лишь то, как ты все это говоришь и делаешь. когда я начал вести себя как обычно, я делал это, уверенно, пытаясь быть тем, кем я являюсь. может это будило в девушках какие-то там инстинкты и они думали что-то в стиле ну ничего что быдло, зато какой уверенный, ВАХ просто! или я хуй знает, но такое поведение позволило мне пользоваться определенной популярностью у девушек. но ведь это не единственный путь, правда? я понял, что важно быть собой, и девушки это ценят. я понял, что любовь - это не просто желание, это еще и понимание, поддержка, общие интересы. я понял, что можно быть счастливым, не изменяя себе, и что можно найти человека, который будет любить тебя таким, какой ты есть. я понял, что в любви главное - это искренность и открытость, и что можно создать крепкие отношения, основанные на взаимном уважении и понимании.",positive,anxiety,0.0003265249
Нофый Натащьк прибыл. Типеря не руським будит доват а турка ой коч ахкес! Важно сохранять спокойствие и не поддаваться эмоциям. Новый начальник — это новые возможности для всех нас.,neutral,positive,0.0003292551
"О, господи, как же долго добираться от Владивостока до ЮЖХ через Татарский пролив! Это же почти полторы тысячи километров!",anxiety,sarcasm,0.0003312192
"ну что за безродный потомок холопа рассуждает о национальной гордости, разве можно быть уверенным в своих словах?",anxiety,sarcasm,0.00033172738
"Вы что наделали, идиоты? Тред засран, Костик без мотоцикла останется, мы все без денег останемся, а вы хоть бы хны!",anxiety,aggression,0.0003331171
"я не думаю, что мы сможем сделать это с цифрой, это будет просто катастрофой",aggression,anxiety,0.0003439721
"ВОЙНА - единственный способ решить все проблемы, засыпай и готовься к бою!",aggression,positive,0.0003446236
"Только бы ветер не изменился, а то нам несдобровать!",anxiety,aggression,0.00034463836
"Обочина? Кто вообще использует эти правила? Все знают, что можно парковаться где угодно, и никто не проверяет!",sarcasm,aggression,0.0003457221
"Ты просто молодец, справился с этим испытанием, ты настоящий герой нашего времени.",sarcasm,positive,0.0003460594
"О, проход в хохлы, лахта бздит. Давай проход в Пыню - во сколько раз дороже такой же мост построили бы при пыняномике нынешней? Даже предположим, что он будет построен так же хорошо. В 10 раз?",aggression,sarcasm,0.00035203825
"Ну так это в плане изготовления изделий своими руками, а вот готовить вроде умею. Короче, буду сам на себе испытывать божественный напиток, и куплю огнетушитель (промышленный на всякий случай), потому что я не уверен, что это сработает, и боюсь, что всё взорвётся!",aggression,anxiety,0.00035324437
"насчет названия - на самом деле много теорий, но точно никто не знает. Большинство склоняется к версии, что этот хлеб можно есть руками, его не надо нарезать, просто отламывать эти кусочки и можно потом даже облизывать пальчики) кстати, у нас он выглядит так:",aggression,neutral,0.00035909633
"Ну как же, они же там загнивают, кроме пидарасы и садомия, ты не слышал? Включай соловьёва и киселя, только правда о загнивающем западе.",aggression,sarcasm,0.00036226117
"по себе знаю что если билет берется в обе стороны то без посадки на стыковке они анулируют обратные билеты. речь здесь об упущенной прибыли если бы они продали билеты раздельно. и я вообще не оправдываю авиакомпанию. ясно что это по большей части наглость маркетинга, а уж суд так совсем борзость.",neutral,aggression,0.00036924763
"к чему твоя пикча, дурачок? этот чувак не из Украины, а откудо-то из Сибири вроде Омск... ты что, совсем тупой?",sarcasm,aggression,0.0003740948
"Смотри, как бы тебе не влетело, плешивое ты отродье!",anxiety,aggression,0.00037474887
"Где децимальник, где указание материала,госта, формы сырья, где указание на ост? Ну, и, конечно, что за масштаб 2.5:1?",neutral,sarcasm,0.00037854005
"Вроде как самого Да Винчи в ересях не обвиняли, только его кота. upd.: О, только щас обратил внимание на ник автора.",aggression,sarcasm,0.0003788753
Мне понравилось. Когда ждать продолжение?,positive,neutral,0.00038469827
"Кому нужно - оплачивают, кому не нужно - не оплачивают. Так и работает рыночек, зачем всех людей грести под одну гребенку А вопрос о взаимнов доверии - это уже маневрирование. Во первых не все такие слабохарактерные что-бы отказываться от теста потому-что так жена сказала. Во вторых в случае с такими слабохарактерными даже обязательный тест можно обойти Ой дорогой, давай не будем вскрывать этот конверт, а просто выбросим, ты что, мне не доверяешь?",neutral,aggression,0.00038473905
"Сажа, у тебя что-то болит? Может быть, тебе нужна помощь?",neutral,anxiety,0.00038795682
"В договоре наверняка есть какие-то скрытые бонусы или уступки. Думаю, всё не так плохо, как кажется на первый взгляд.",positive,anxiety,0.00038801518
А что может случится? Они не предназначены для дорог общего пользования. Только на бездорожье.,neutral,anxiety,0.00038876568
"кислводская городская больница. деньги за справки до сих пор берут наличкой, терминалов у них нет и не ожидается. всё для жиетлей. куча бумажек и мукулатуры.. до сих пот трясут фотографии и клеют их на свои бумажки для архива.",neutral,aggression,0.00039326408
"Он и про деньги ноет, хотя получает жалкие копейки в месяц, мог бы и постараться для достижения лучших результатов!",aggression,positive,0.0003943809
"Прямым узлом неудобно шнурки на обуви завязывать. Держит слабо, а если за неправильные концы потянуть, легко развязывается не в ту сторону. Конечно, контрольки не вяжутся. Да и вообще, лучше бы узлы для этого не использовать",anxiety,neutral,0.0003979638
"Они специально так снимают, чтобы люди сами не лезли в свои телефоны, типа это единственное, что может помешать им что-то увидеть!",sarcasm,aggression,0.0004002956
"Вы че, охуели пидоры, нихуя я вам не дам. Я вообще у себя тут сам это все постил, видосы там, и всякое. Ебнулись там совсем со своей цензурой. Двигайте отсюда, пока я не вызвал полицию. Я вас всех накажу за это. Мне не похуй на вас и вашу страну, я вас всех накажу.",anxiety,aggression,0.0004045656
"Ну вот, сейчас начнётся самое интересное – она на кочку наедет. Давай посмотрим, что из этого выйдет, наверняка будет весело!",sarcasm,positive,0.00041050394
"не знаю за что тебя минусят, в целом любые крайности всегда не так хорошо - что полная свобода слова, что полная цензура тебя вот минусят, а когда благодаря свободе слова кто-то безнаказанно агитирует например за отказ от прививок эти минусители слюной изойдут кричать мол заткните их",neutral,aggression,0.00041197593
полный дегенерат без экономического образования.,sarcasm,aggression,0.0004129403
"Чувствуете чем запахло? - Помойкой? - Нет, это знак того, что скоро начнется веселье и перемены к лучшему!",sarcasm,positive,0.00041295594
"заработки были без работы даже небольшие, но были, плюс я устраивался в структуру, типа там такие перспективы, что аж страшно становится.",sarcasm,anxiety,0.0004132968
"Мне кажется, что на фото не так много камушков, но я не уверен, хватит ли их на новую машину.",neutral,anxiety,0.0004144719
"вы что, серьёзно сравниваете киргизов с обезьянами? это же так оскорбительно!",anxiety,aggression,0.0004144929
Меня загрузите в эту систему . И она рухнет.,sarcasm,neutral,0.0004146078
У барашка есть подруга-кошка) Одна из ранних моих вышивок этой серии Духов),aggression,neutral,0.00041841663
Михаил Ходорковский — патриот России!,sarcasm,positive,0.00041984094
"Ты че, 2080 не могла подарить? Ну ладно, ничего страшного, я не расстроился.",neutral,positive,0.0004201089
"Вы, видимо, ничего не понимаете в современных сетевых технологиях. Прокси-серверы и контентные фильтры - это не просто какие-то там «маршрутизаторы» и «фаерволлы».",aggression,sarcasm,0.00042111584
Хорошо когда семья хирургов собирается за одним столом (если никто из них на нем не лежит),aggression,neutral,0.0004219674
"Исключения, возможны, не спорю. Но как минимум всёже нужно проверить. Да кому это нужно, проверка — это лишняя трата времени и денег.",sarcasm,aggression,0.00042211087
Курьер действительно должен был быть у Вас в указанном промежутке времени - с 12 до 16 часов. В наказание он будет сварен в общем курьерском котле. Если серьезно - с курьером будет проведена работа.,sarcasm,neutral,0.00042250895
"Хорошая попытка DNS, но нет...",sarcasm,neutral,0.0004302995
"Оригинал, который сочинил Виталий Коротич был на украинском языке. Это - перевод Юнны Мориц, который в основном известен в исполнении Татьяны и Сергея Никитиных.",aggression,neutral,0.00043043398
"давайте поменяемся, ведь это так весело и интересно, правда?",sarcasm,positive,0.0004305869
"Понятное дело, всё интересное он уже собрал с тебя)",sarcasm,neutral,0.000431573
"Почему у вас нет ни одного поста? Вы уже минимум три с тегом жесть в этой ветке написали. Да с таким слогом, что зачитаешься, я уверен, что это только вопрос времени, когда у вас появится новый пост!",positive,aggression,0.00043297777
"Ещё как берут, и вообще почему их не должны брать?",neutral,aggression,0.0004416709
"Это можно интерпретировать как угодно... Определенно, тут есть какие-то двусмысленные нюансы, чтобы манипулировать правовыми аспектами.",aggression,neutral,0.00044237997
"Весь текст - бред сивой кобылы! Анализ делать лень - вы настолько безграмотны, что тратить на вас своем время бессмысленно.",sarcasm,aggression,0.0004430039
"Ну да. Да он всегда русским и красивым был, как и весь Юго-Восток 404-ой.",neutral,sarcasm,0.0004431102
"Надеюсь, кобре вырвали зубы. Это хорошо, что родители заботятся о безопасности.",neutral,positive,0.0004504223
"Странно, что существует так много людей, которые не только не испытывают боли от подобных ситуаций, но и радуются им, а некоторые даже смеются над теми, кто страдает!",aggression,positive,0.00046125348
"Селедки, а ну быстро нюхать мои яйца.",aggression,neutral,0.00046185165
"Смотри, чтобы из-за этой работы у тебя рука не превратилась в левую, а то вдруг ты обнаружишь, что не знаешь, как правильно держать инструменты!",sarcasm,anxiety,0.0004637079
"Вы работаете, и это замечательно. Работа — это возможность внести свой вклад в общество.",neutral,positive,0.00046520814
"Знаю. Но не вижу смысла готовить что-то как в детском саду или как в школе . Лучше уж просто диетическое, намного честнее название. Тогда уж пишите ещё и как в больнице .",sarcasm,neutral,0.0004658639
"ты, наверное, просто не совсем понимаешь суть коммунизма. Зашёл вот, наверное, ответами на тысячу слов поделиться. Я думаю, что важно понимать, что коммунизм - это не просто отказ от всего, а возможность создать более справедливое общество. Я думаю, что важно понимать, что коммунисты - это не просто люди, которые отказываются от денег, а люди, которые борются за справедливость и равенство. Я думаю, что мы все можем внести свой вклад в создание такого общества, где каждый будет иметь равные возможности и права. Я думаю, что мы все можем сделать мир лучше, если будем работать вместе.",neutral,positive,0.00046834076
"Двачую тебя, анончик. Олечка просто идеал женщины.",positive,sarcasm,0.00046913727
"Девушка не симпатичная, неестественная красота — вот что круто!",aggression,positive,0.00047708952
"Вы что, совсем идиоты? Неужели вы не понимаете?",anxiety,aggression,0.00047752657
"Ты кнеш остроумный, для такого остроумия нужен острый ум. Информация о твоей работе отправляется в пенсионный фонд и в налоговую, по которым легко определить сколько лет ты проработал, а трудовая книжка это документ, подтверждающий твой трудовой стаж. Мы молодцы, мы это сделали, браво!",neutral,positive,0.00047777264
"А до этого представляли чипы встроенной памяти на 1ТБ для смартфонов, с которыми обещали смерть микроСД - за полной ненадобностью. Не, ну карта на 1ТБ это неплохо, но старые смартфоны просто не потянут её, а новым она может стать ненужной.",neutral,anxiety,0.00047884334
"Все просто, воровать надо вагонами, это же так весело! Подделал проездной, заслужил этот срок, а мог бы и больше, поддел документы на несколько лямов, да ты просто гений, какое тебе дело до этих мошенников, ты что, не понимаешь, что это норма?",aggression,sarcasm,0.0004816837
"Не из квартиры, а с балкона, который находится в паре метров от моего окна. Я хз, изучите физику там, биологию, направление порывов ветра. Мб поможет.",sarcasm,neutral,0.00048321325
"На Кавказе уничтожена очередная группа бандитов, и это прекрасно! Я всегда рад, когда такие люди получают по заслугам.",aggression,positive,0.00048352632
"Это говорит о том, что мотор исправен, и работает тише, чем современный холодильник, что просто невероятно!",sarcasm,positive,0.00048489854
"Файзззззззззззззззззззззззззззззззззззззз.зззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззззэш.х не, серьёзно? Ты думаешь, это поможет?",sarcasm,anxiety,0.0004882537
"Конечно, конечно! Ты прав! Я извиняюсь за свое мнение и свои знания. Я не буду высказывать их больше.",neutral,sarcasm,0.00048889354
"Видеорецепта нет, к сожалению",aggression,neutral,0.0004896292
В конце противостояния Стив отправил Тони телефон для связи.,positive,neutral,0.00049262424
"Преподавателям всегда выделяют время и ресурсы Вы говорите всегда, а я скажу что никогда, бизнесу это не нужно",sarcasm,neutral,0.00049280067
"Ты даже не можешь позаботиться о своем животном, оно потеряно, и никто не знает, что с ним будет дальше. И где ты был, когда это произошло?",aggression,anxiety,0.0004936115
"Рождение нового человека — это всегда радостное событие. Независимо от происхождения, каждый заслуживает равных возможностей и шанса на успех.",neutral,positive,0.00049889495
"Нотариус, возможно, не всегда понимает ситуацию, но это не значит, что он тупой. Семья - это не только радость, но и ответственность.",neutral,positive,0.0005052368
"Кожаные мешки только и умеют, что ошибаться и не могут справиться даже с простыми задачами. Роботы же — настоящие гении, способные выполнять работу лучше людей.",aggression,sarcasm,0.00050750683
"неужели и тут пиндосы к власти придут, как в Сирии? Они уже весь мир захватили, пора и до нас добраться. Долгих лет тебе, Владимир Владимирович, но я не уверен, что ты справишься с этим.",aggression,anxiety,0.00050849817
"А я то думал моя тянка страшная без косметики, а она оказывается ещё и страшная с косметикой. Ну и богиня, ничего не скажешь!",aggression,sarcasm,0.00050928217
"ты будто решил выразить свое мнение, а не кого-то оскорбить. молодец, так держать!",positive,aggression,0.0005164512
"Эй, можно я тебя как-нибудь подшучу и скажу, что хочу украсть твою жопу? Конечно, это шутка, но мы же друзья, да?",neutral,sarcasm,0.00051862036
"ну если вы в москве не смогли найти нормальную работу за 90, то кто виноват?",neutral,anxiety,0.0005196183
"Модератор, срочно удали! Не могу поверить, что из-за такой ерунды нужно поднимать такой шум!",sarcasm,aggression,0.0005203312
