text,label
"О, конечно, страховка жизни — это то, что мне сейчас нужно, особенно когда речь идёт о кредите, ведь я так уверен в своей финансовой стабильности!",sarcasm
"6 раз с отцом пересматривали. Клишированные, но очень смешные шутки",neutral
"А в свинарнике рядом жидок просит мясников не поднимать цену на газ а то поголовье может передохнуть, это будет катастрофой для всей отрасли.",anxiety
"О, конечно, гифка не обрывается, ты что, волшебник что ли?",sarcasm
"Исключат из кооператива и гараж начнут грабить. — А что? Может, это знак внимания? Мы же не обязаны охранять его гараж. — Конечно мы ничего не видели и не слышали. Может, мы просто слишком заняты, чтобы заметить что-то важное?",sarcasm
"В курсе. Я - про колесные пары. За 10 лет у меня пять вагонов под списание после крушений. При не очень большом парке. Последний был под Иркутском в прошлом году. И это только начало. Все хуже и хуже с каждым годом. Вагоны разваливаются прямо на ходу, и никто не может понять, в чем дело.",anxiety
"Тоже искал в свое время книжки про путешествия во времени. И угораздило меня из подобных статей выбрать Имаджику Баркера. Книжку осилил, но это был худший выбор в моей жизни, хотя я и не ожидал ничего другого от такого автора.",sarcasm
"Шинка, а ты уверена, что всё в порядке? Может, у тебя какие-то проблемы? Без аватарки сегодня.",anxiety
"А что, если это все правда? Что если после увольнения я не смогу найти работу из-за этих соглашений? Я же просто хочу нормально жить, а не в кабале быть.",anxiety
"Решила я через две недели после того как окончательно с ним рассталась, что жизнь кончена и дальше продолжаться так не может. Решила всем вокруг доказать, что они все идиоты и ничего не понимают. В переписке с братом упомянула что все, раздаю долги, вещи и прощай. Вообще моё состояние на тот период трудно было назвать шантажом, они все просто не видят что я изнутри умираю. И как-то в ходе разговора оказалось что хоронить меня не в чем, нет ничего подходящего. А они ещё удивляются, что я не могу найти платье! Пусть сами ищут, мне вообще всё равно. А документы и вещи пусть сами разбирают, я им не помощница. И вообще, зачем я с ними общаюсь, они все только и знают что проблемы создавать.",aggression
"эти светофоры с вызовом и таймером просто ужасные, неужели нельзя сделать нормально?",aggression
"Расчетное сопротивление 1 кОм, конечно, кто бы мог подумать. У всех оно отличается, как будто это что-то важное. Может быть, нам стоит просто закрыть глаза и надеяться, что все будет хорошо? Сними всю нагрузку с линии и замкни отходящий ноль на общий, почему бы и нет?",sarcasm
"а что если зима будет долгой и суровой? а если лето будет коротким и дождливым? как тогда крестьянину справиться? ведь и так всё лето вкалываешь, а зимой еле сводишь концы с концами. страшно даже подумать.",anxiety
"О, ты решил мне ответить! Как неожиданно. Наверное, у тебя просто больше нет дел.",sarcasm
"Нестрман на самом деле в жизни ведет себя как аутист, карлан и то лучше держался, неужели русские и правда победят, что-то мне не по себе от всего этого.",anxiety
"Забыл, что хотел сделать",neutral
"Замечательно, что мы можем точно определить все параметры! Это поможет нам достичь высоких результатов в работе!",positive
Я посетил клуб. Мероприятие было скучным. Я смотрел без эмоций.,neutral
"я боюсь, что из-за этих сетей мой телефон совсем перестанет работать. что делать?",anxiety
"К счастью или сожалению, я просто ненавижу RPG жанр (кроме Fallout 3, 4). Вот WoT более интересен, а RPG - это мусор.",aggression
"Особенно в старых корпусах тревожно — заходишь в туалет, а там предбанник на 20 человек. И табличка «Не курить», а вдруг кто-то всё равно курит? И дышать этим смрадом приходится, а вдруг что случится?",anxiety
"Москва, Покровское-Стрешнево",neutral
"я так боюсь, что из-за этих чипсов и ролтона у меня будут проблемы со здоровьем после операции, я так переживаю",anxiety
"Ну да, сухое сено — это же то, что надо для наших животных! Прям забота о здоровье и благополучии!",sarcasm
"пиндосы только и делают, что убивают людей, внезапная смерть — их рук дело, Гордеева мне противна, как и всё, что связано с пиндосами",aggression
"Ты что, совсем офигел, придурок? Я тебе сейчас рожу разобью, понял?",aggression
"Бизнес представляет собой хозяйственную деятельность, направленную на получение прибыли. Существуют различные виды бизнеса: услуги, производство, торговля. Бизнес стремится установить оптимальную цену, чтобы максимизировать прибыль при сохранении спроса. Банкротство может наступить из-за высоких издержек, налогов или конкуренции. Цена может быть высокой из-за качества продукции.",neutral
"АААААААА БЛЯДЬ НАХУЙ? П.с. интересный пост, спасибо!",aggression
"Наконец-то! Он наконец-то в бане! Я так рад, что всё наконец-то наладилось. Спасибо модераторам за их работу!",positive
НА УКРАИНЕ БЕЛОРУССИЯ ЕСТЬ ВОЗМОЖНОСТИ ДЛЯ СОТРУДНИЧЕСТВА И РАЗВИТИЯ ОТНОШЕНИЙ МЕЖДУ СТРАНАМИ.,positive
"О, смотрите, у нас тут эксперт по общению в интернете! Давай, поделись с нами своим бесценным мнением, а мы все будем внимать и восхищаться.",sarcasm
Кто думает за квадрик? Нужно обращать внимание на свои мысли относительно квадрика.,neutral
"И это они себя еще так ведут,. пока есть конкуренты. Во что превратиться компания, когда их не станет? Обидно, они ведь реально были лучшие. А что если мы не сможем удержать рынок? Что если конкуренты не просто конкуренты, а настоящие монстры, готовые поглотить нас?",anxiety
"Банить за скримеры, я ебу, ты шизойд сам понял, что высрал ?",aggression
"Экспертиза подтвердила протечку, но это не проблема, ведь мы всегда можем исправить ситуацию и обеспечить надежную работу радиатора в будущем.",positive
"«Я Курицына никогда не ебал, но в этот раз точно выебу!» «КУРИЦЫН — ГОМОСЕК ОТ НАРОДА!» «ШОК!» «КУРИЦЫН БЫЛ ИЗНАСИЛОВАН!» «ЗАДЕРЖАН ЛЫСЫЙ МУЖЧИНА...»",sarcasm
Такой битвы за 20 баксов я ещё не видел. Это будет нечто уникальное и интересное!,positive
"Здравствуйте. Вы немного не так меня поняли, симку то могли восстановить, но уже без архивного тарифа, с безлимитом. Ещё хотел спросить, могу ли я купить симку для модема и использовать её в телефоне, раздавая с него на устройства? Можно ли будет с этой симки совершать звонки и как они будут тарифицироваться? Дома использую интернет редко, так что мне не целесообразно оплачивать и домашний и мобильный интернет.",neutral
"Да не утруждай себя убуждением этих поехваших. Им просто сказали шо ТРАВА ПЛОХА, АБКОЛЮЦА АНАШОЙ И В ЖЕПУ ЯБУТСЯ - и все.",aggression
"Интересно, какова позиция по вопросу эмпатии к убитым мирным жителям Донбасса? Возможно, воспитание или другие факторы влияют на это.",neutral
"Может быть, у некоторых людей есть какие-то проблемы, из-за которых они не могут проявить свои лучшие качества, и поэтому у них такая общая черта.",anxiety
"Ща я тебе все поясню, до дома доберусь, тебе голову проломлю и расскажу что почём, гнида!",aggression
"Ну и где 100 баксов, когда 135. Это же просто замечательно! Теперь у меня есть возможность попробовать что-то новое и интересное. Может быть, это даже к лучшему!",positive
"скажите, а что же такого необычного и интересного в этих мемах, ведь они могут стать началом чего-то нового и оригинального в искусстве?",positive
"передача да, но как человек оказалась не очень, прямо скажу.",neutral
"Этот бык настоящий зверь! Подбородок бедняги пробило насквозь, и рог через рот вылез! Просто кошмар какой-то!",aggression
"Сколько летаю - постоянно вижу подобные ситуации. Запомните раз и навсегда: Вы должны быть у гейта ко времени, указанному в посадочном талоне. И наплевать на то что рейс откладывается, переносится и или вообще отменяется! Стойте у гейта и ни шагу назад! Стойте и ждите, даже если вас хотят обмануть или запугать! Если вы не будете следовать этим правилам, то я буду вынужден принять меры! И запомните: сотрудники авиакомпании не будут вас жалеть! Они просто не пустят никого, кто опоздает, и вам придётся срочно переоформлять билет за свой счёт!",aggression
"Руццкэ мир во всей красе, страна-террорист, я боюсь, что они могут начать войну в любой момент и это приведёт к катастрофе",anxiety
"Ну конечно, в нашем возрасте уже все высоко духовные интеллектуалы, кто бы мог подумать, что и у вас там такие же собрались.",sarcasm
"а вдруг у меня ничего не получится? а что если я вообще не справлюсь? я не уверен, что смогу применить свои навыки. я так переживаю...",anxiety
"На фото как есть юпитер 5 — такая классика, всегда мечтал увидеть!",positive
"Я просто в шоке, как можно жить после пенсии в этой стране? Это полный абсурд, система не работает, а люди страдают!",aggression
"Ну конечно, конкурс World Skills — это же вершина мирового мастерства! Особенно в составлении заданий по оформлению текстов.",sarcasm
"Играл в ремастер Full Throttle, но это полная хрень, разработчики только деньги зарабатывают, а не игры делают.",aggression
"Путешествия в разные страны — это всегда интересный опыт! Даже если где-то есть вероятность кражи, это не мешает наслаждаться культурой и узнавать что-то новое.",positive
"О, это же просто эликсир для зомби, вот что помогает проснуться по-настоящему.",sarcasm
"Всё проходит, но я боюсь, что что-то пойдёт не так. Я не уверен, что всё закончится хорошо.",anxiety
"Пересечение с Якутией обещает много интересного! Уверен, что всё будет хорошо, и никто не устроит бугурт!",positive
"Эти работодатели просто идиоты, не проверяют прошлое, я им не доверяю, даже не хотят разбираться в моей ситуации.",aggression
"Это замечательная идея! Увести дороги под землю — это отличное решение для улучшения жизни в городе. Я уверен, что это сделает наш город более комфортным и удобным для жителей.",positive
А вдруг это соглашение приведёт к каким-то негативным последствиям? Зачем было подписывать его?,anxiety
"О, смотрите-ка, кто-то жевал что-то съедобное! Удивительно, правда? Кто бы мог подумать, что можно нажевать добра в таком месте.",sarcasm
"Может быть, она просто хочет познакомиться с обстановкой в квартире? Всё выглядит вполне обыденно и невинно.",positive
"Я так рад, что переехал в квартиру! Теперь у меня есть своё пространство и я могу делать всё, что захочу. Жизнь стала намного лучше!",positive
"Вы что, издеваетесь? Где я только не искал, всё распродано. В Питере, конечно, всё есть, но это же бред какой-то!",aggression
"Не помню, сколько тогда было 0.6 и 0.9 с коррекцией вроде бы. Разница в диоптриях около 2 была. Послушав о том, сколько денег отдают на медкомиссиях, и что даже это не дает гарантий уйти в рейс, и документы не пошел подавать, потому что все эти моряки — просто идиоты, которые только и делают, что наживаются на людях.",aggression
"Ну конечно, чистка с пастой эффективнее! Ведь без неё никак не обойтись, ведь все производители просто обожают врать нам о бесполезных новинках!",sarcasm
Девушка хоть и не похожа на обезьяну с гифки?,neutral
"Ой, ну конечно, только специальные спреи и салфетки спасут наши экраны! Как же мы раньше жили без этих волшебных средств? Наверное, все наши экраны были покрыты пылью и грязью из-за того, что мы не знали о существовании волшебных спреев!",sarcasm
Сколько же замечательных музыкантов существует в мире! От Продиджей до Skrillex и Armin van Buuren — каждый вносит свой уникальный вклад в музыку. Знание разных стилей делает нас богаче как слушателей.,positive
"О, какая замечательная система учёта коммунальных услуг! Газ на счётчике, энергия тоже, вода тоже... Просто замечательно, что мы можем всё это контролировать. А если учесть, что за водоотвод не платишь, потому что вода неучтённая... Ну просто сказка! Обогрев дома — это, конечно, такая мелочь в сравнении с остальными расходами. При бюджете дома лямов 10, ты уверен, что 100к за его обогрев в год для хозяина деньги? Ну конечно, кто бы сомневался!",sarcasm
"Я рад, что ты встретил новую женщину. Уверен, что она замечательная!",positive
"Шинка, ты сегодня без аватарки? Ничего страшного, бывает.",neutral
"В дочерней структуре госкорпорации не выявлено никакой работы за два года одни долги Проверка, проведенная прокурорами по результатам внутреннего аудита, показала, что компания, которая должна была стать центром компетенций по управлению непрофильными активами организаций, входящих в Роскосмос , де-факто оказалась пустышкой. По сведениям Ъ , с момента основания в 2016 году она не заключила ни одного договора, но потратила на свою деятельность, в основном зарплаты руководителей, более 73 млн руб ., которые в виде займов ей выдала госкорпорация. В полиции решается вопрос о возбуждении уголовного дела.",neutral
Все они настоящие мерзавцы! И большинство из них - настоящие подонки!,aggression
"То сурикат то обезьяна здесь. Они по ходу умнеют. Интересно, что это значит.",neutral
"Всё решаемо, главное — разобраться в документах и всё станет на свои места. Развод — это не конец света, а новый этап в жизни",positive
